GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02,HC04,HC05,HC06,HC08,HC09
0100000US,,United States,1600000US0550450,0550450,United States - Arkansas - North Little Rock city,North Little Rock city,60433,27567,46.96,2.15,44.81,1348.6,615.2
0100000US,,United States,1600000US0555310,0555310,United States - Arkansas - Pine Bluff city,Pine Bluff city,55085,22484,46.85,1.24,45.61,1207.6,492.9
0100000US,,United States,0400000US06,06,United States - California,California,33871648,12214549,163695.57,7736.23,155959.34,217.2,78.3
0100000US,,United States,1600000US0600562,0600562,United States - California - Alameda city,Alameda city,72259,31644,22.97,12.17,10.80,6693.4,2931.2
0100000US,,United States,1600000US0600884,0600884,United States - California - Alhambra city,Alhambra city,85804,30069,7.62,0.00,7.62,11257.3,3945.0
0100000US,,United States,1600000US0602000,0602000,United States - California - Anaheim city,Anaheim city,328014,99719,50.45,1.51,48.94,6702.0,2037.5
0100000US,,United States,1600000US0602252,0602252,United States - California - Antioch city,Antioch city,90532,30116,27.58,0.63,26.95,3359.5,1117.6
0100000US,,United States,1600000US0602364,0602364,United States - California - Apple Valley town,Apple Valley town,54239,20163,73.62,0.29,73.33,739.6,275.0
0100000US,,United States,1600000US0602462,0602462,United States - California - Arcadia city,Arcadia city,53054,19970,11.11,0.12,10.98,4830.0,1818.1
0100000US,,United States,1600000US0602553,0602553,United States - California - Arden-Arcade CDP,Arden-Arcade CDP,96025,44818,18.99,0.11,18.88,5084.9,2373.3
0100000US,,United States,1600000US0603526,0603526,United States - California - Bakersfield city,Bakersfield city,247057,88262,114.40,1.30,113.10,2184.4,780.4
0100000US,,United States,1600000US0603666,0603666,United States - California - Baldwin Park city,Baldwin Park city,75837,17430,6.80,0.13,6.66,11379.2,2615.3
0100000US,,United States,1600000US0604982,0604982,United States - California - Bellflower city,Bellflower city,72878,24247,6.15,0.07,6.07,11999.5,3992.3
0100000US,,United States,1600000US0606000,0606000,United States - California - Berkeley city,Berkeley city,102743,46875,17.71,7.25,10.46,9823.3,4481.8
0100000US,,United States,1600000US0608786,0608786,United States - California - Buena Park city,Buena Park city,78282,23826,10.64,0.06,10.57,7403.1,2253.2
0100000US,,United States,1600000US0608954,0608954,United States - California - Burbank city,Burbank city,100316,42847,17.36,0.02,17.35,5782.4,2469.8
0100000US,,United States,1600000US0610046,0610046,United States - California - Camarillo city,Camarillo city,57077,21946,18.95,0.02,18.93,3015.3,1159.4
0100000US,,United States,1600000US0611194,0611194,United States - California - Carlsbad city,Carlsbad city,78247,33798,40.79,3.36,37.44,2090.2,902.8
0100000US,,United States,1600000US0611530,0611530,United States - California - Carson city,Carson city,89730,25337,18.97,0.12,18.84,4762.2,1344.7
0100000US,,United States,1600000US0611964,0611964,United States - California - Castro Valley CDP,Castro Valley CDP,57292,22003,14.75,0.32,14.43,3971.6,1525.3
0100000US,,United States,1600000US0612552,0612552,United States - California - Cerritos city,Cerritos city,51488,15607,8.89,0.27,8.62,5974.0,1810.8
0100000US,,United States,1600000US0613014,0613014,United States - California - Chico city,Chico city,59954,24386,27.76,0.01,27.74,2161.0,879.0
0100000US,,United States,1600000US0613210,0613210,United States - California - Chino city,Chino city,67168,17898,21.06,0.01,21.05,3190.5,850.2
0100000US,,United States,1600000US0613214,0613214,United States - California - Chino Hills city,Chino Hills city,66787,20414,44.87,0.07,44.81,1490.6,455.6
0100000US,,United States,1600000US0613392,0613392,United States - California - Chula Vista city,Chula Vista city,173556,59495,51.24,2.36,48.88,3550.9,1217.2
0100000US,,United States,1600000US0613588,0613588,United States - California - Citrus Heights city,Citrus Heights city,85071,34897,14.35,0.00,14.35,5929.3,2432.3
0100000US,,United States,1600000US0614218,0614218,United States - California - Clovis city,Clovis city,68468,25250,17.12,0.00,17.12,4000.2,1475.2
0100000US,,United States,1600000US0615044,0615044,United States - California - Compton city,Compton city,93493,23795,10.20,0.07,10.13,9225.6,2348.0
0100000US,,United States,1600000US0616000,0616000,United States - California - Concord city,Concord city,121780,45083,30.14,0.00,30.14,4041.0,1496.0
0100000US,,United States,1600000US0616350,0616350,United States - California - Corona city,Corona city,124966,39271,35.17,0.02,35.15,3555.5,1117.3
0100000US,,United States,1600000US0616532,0616532,United States - California - Costa Mesa city,Costa Mesa city,108724,40406,15.69,0.06,15.63,6956.3,2585.2
0100000US,,United States,1600000US0617610,0617610,United States - California - Cupertino city,Cupertino city,50546,18682,10.94,0.00,10.94,4620.5,1707.7
0100000US,,United States,1600000US0617918,0617918,United States - California - Daly City city,Daly City city,103621,31311,7.56,0.00,7.56,13703.8,4140.9
0100000US,,United States,1600000US0618100,0618100,United States - California - Davis city,Davis city,60308,23617,10.48,0.02,10.45,5769.2,2259.3
0100000US,,United States,1600000US0619192,0619192,United States - California - Diamond Bar city,Diamond Bar city,56287,17959,14.76,0.00,14.76,3813.2,1216.7
0100000US,,United States,1600000US0619766,0619766,United States - California - Downey city,Downey city,107323,34759,12.59,0.17,12.42,8641.7,2798.8
0100000US,,United States,1600000US0620802,0620802,United States - California - East Los Angeles CDP,East Los Angeles CDP,124283,31096,7.45,0.00,7.44,16697.4,4177.8
0100000US,,United States,1600000US0621712,0621712,United States - California - El Cajon city,El Cajon city,94869,35190,14.57,0.00,14.57,6510.6,2415.0
0100000US,,United States,1600000US0622020,0622020,United States - California - Elk Grove CDP,Elk Grove CDP,59984,18894,15.20,0.00,15.20,3947.0,1243.3
0100000US,,United States,1600000US0622230,0622230,United States - California - El Monte city,El Monte city,115965,27758,9.69,0.14,9.55,12139.5,2905.8
0100000US,,United States,1600000US0622678,0622678,United States - California - Encinitas city,Encinitas city,58014,23843,20.13,1.02,19.11,3035.6,1247.6
0100000US,,United States,1600000US0622804,0622804,United States - California - Escondido city,Escondido city,133559,45050,36.47,0.19,36.28,3680.9,1241.6
0100000US,,United States,1600000US0623182,0623182,United States - California - Fairfield city,Fairfield city,96178,31792,37.67,0.02,37.65,2554.2,844.3
0100000US,,United States,1600000US0624477,0624477,United States - California - Florence-Graham CDP,Florence-Graham CDP,60197,14191,3.58,0.00,3.58,16799.7,3960.4
0100000US,,United States,1600000US0624638,0624638,United States - California - Folsom city,Folsom city,51884,17968,24.18,2.44,21.74,2386.7,826.5
0100000US,,United States,1600000US0624680,0624680,United States - California - Fontana city,Fontana city,128929,35908,36.12,0.00,36.12,3569.7,994.2
0100000US,,United States,1600000US0625380,0625380,United States - California - Fountain Valley city,Fountain Valley city,54978,18473,8.92,0.01,8.91,6167.8,2072.4
0100000US,,United States,1600000US0626000,0626000,United States - California - Fremont city,Fremont city,203413,69452,87.12,10.43,76.69,2652.3,905.6
0100000US,,United States,1600000US0627000,0627000,United States - California - Fresno city,Fresno city,427652,149025,104.80,0.44,104.36,4097.7,1427.9
0100000US,,United States,1600000US0628000,0628000,United States - California - Fullerton city,Fullerton city,126003,44771,22.23,0.03,22.20,5675.9,2016.7
0100000US,,United States,1600000US0628168,0628168,United States - California - Gardena city,Gardena city,57746,21041,5.82,0.00,5.82,9921.3,3615.0
0100000US,,United States,1600000US0629000,0629000,United States - California - Garden Grove city,Garden Grove city,165196,46703,18.04,0.02,18.02,9165.2,2591.1
0100000US,,United States,1600000US0630000,0630000,United States - California - Glendale city,Glendale city,194973,73713,30.67,0.02,30.65,6362.2,2405.3
0100000US,,United States,1600000US0630378,0630378,United States - California - Goleta CDP,Goleta CDP,55204,20442,26.36,0.10,26.26,2102.1,778.4
0100000US,,United States,1600000US0631596,0631596,United States - California - Hacienda Heights CDP,Hacienda Heights CDP,53122,16358,11.39,0.01,11.38,4668.8,1437.7
0100000US,,United States,1600000US0632548,0632548,United States - California - Hawthorne city,Hawthorne city,84112,29629,6.06,0.00,6.06,13879.4,4889.1
0100000US,,United States,1600000US0633000,0633000,United States - California - Hayward city,Hayward city,140030,45922,63.04,18.71,44.33,3158.6,1035.8
0100000US,,United States,1600000US0633182,0633182,United States - California - Hemet city,Hemet city,58812,29401,25.64,0.00,25.64,2294.0,1146.8
0100000US,,United States,1600000US0633434,0633434,United States - California - Hesperia city,Hesperia city,62582,21348,67.42,0.07,67.35,929.3,317.0
0100000US,,United States,1600000US0636000,0636000,United States - California - Huntington Beach city,Huntington Beach city,189594,75662,31.56,5.17,26.39,7183.6,2866.8
0100000US,,United States,1600000US0636056,0636056,United States - California - Huntington Park city,Huntington Park city,61348,15335,3.03,0.00,3.03,20252.4,5062.4
0100000US,,United States,1600000US0636546,0636546,United States - California - Inglewood city,Inglewood city,112580,38648,9.14,0.00,9.14,12323.6,4230.6
0100000US,,United States,1600000US0636770,0636770,United States - California - Irvine city,Irvine city,143072,53711,46.50,0.31,46.18,3098.0,1163.0
0100000US,,United States,1600000US0639248,0639248,United States - California - Laguna Niguel city,Laguna Niguel city,61891,23885,14.72,0.06,14.66,4221.0,1629.0
0100000US,,United States,1600000US0639290,0639290,United States - California - La Habra city,La Habra city,58974,19441,7.33,0.00,7.33,8045.8,2652.3
0100000US,,United States,1600000US0639496,0639496,United States - California - Lake Forest city,Lake Forest city,58707,20486,12.62,0.12,12.49,4698.8,1639.7
0100000US,,United States,1600000US0639892,0639892,United States - California - Lakewood city,Lakewood city,79345,27310,9.50,0.07,9.43,8414.8,2896.3
0100000US,,United States,1600000US0640004,0640004,United States - California - La Mesa city,La Mesa city,54749,24943,9.29,0.03,9.26,5909.9,2692.5
0100000US,,United States,1600000US0640130,0640130,United States - California - Lancaster city,Lancaster city,118718,41745,94.18,0.18,94.00,1263.0,444.1
0100000US,,United States,1600000US0641992,0641992,United States - California - Livermore city,Livermore city,73345,26610,23.93,0.00,23.92,3065.8,1112.3
0100000US,,United States,1600000US0642202,0642202,United States - California - Lodi city,Lodi city,56999,21378,12.34,0.11,12.24,4657.9,1747.0
0100000US,,United States,1600000US0643000,0643000,United States - California - Long Beach city,Long Beach city,461522,171632,65.87,15.43,50.44,9149.8,3402.6
0100000US,,United States,1600000US0644000,0644000,United States - California - Los Angeles city,Los Angeles city,3694820,1337706,498.29,29.22,469.07,7876.8,2851.8
0100000US,,United States,1600000US0644574,0644574,United States - California - Lynwood city,Lynwood city,69845,14987,4.85,0.00,4.85,14389.2,3087.6
0100000US,,United States,1600000US0646898,0646898,United States - California - Merced city,Merced city,63893,21532,19.86,0.00,19.86,3216.7,1084.0
0100000US,,United States,1600000US0647766,0647766,United States - California - Milpitas city,Milpitas city,62698,17364,13.62,0.06,13.56,4622.9,1280.3
0100000US,,United States,1600000US0648256,0648256,United States - California - Mission Viejo city,Mission Viejo city,93102,32985,19.03,0.37,18.66,4990.1,1767.9
0100000US,,United States,1600000US0648354,0648354,United States - California - Modesto city,Modesto city,188856,67179,35.96,0.17,35.79,5277.3,1877.2
0100000US,,United States,1600000US0648816,0648816,United States - California - Montebello city,Montebello city,62150,19416,8.35,0.11,8.25,7536.9,2354.6
0100000US,,United States,1600000US0648914,0648914,United States - California - Monterey Park city,Monterey Park city,60051,20209,7.67,0.03,7.63,7869.5,2648.3
0100000US,,United States,1600000US0649270,0649270,United States - California - Moreno Valley city,Moreno Valley city,142381,41431,51.58,0.36,51.23,2779.3,808.7
0100000US,,United States,1600000US0649670,0649670,United States - California - Mountain View city,Mountain View city,70708,32432,12.24,0.17,12.06,5861.4,2688.5
0100000US,,United States,1600000US0650258,0650258,United States - California - Napa city,Napa city,72585,27776,17.79,0.09,17.70,4101.4,1569.5
0100000US,,United States,1600000US0650398,0650398,United States - California - National City city,National City city,54260,15422,9.24,1.86,7.39,7343.8,2087.3
0100000US,,United States,1600000US0651182,0651182,United States - California - Newport Beach city,Newport Beach city,70032,37288,39.85,25.07,14.78,4738.8,2523.1
0100000US,,United States,1600000US0652526,0652526,United States - California - Norwalk city,Norwalk city,103298,27554,9.74,0.05,9.68,10667.6,2845.5
0100000US,,United States,1600000US0653000,0653000,United States - California - Oakland city,Oakland city,399484,157508,78.15,22.10,56.06,7126.6,2809.8
0100000US,,United States,1600000US0653322,0653322,United States - California - Oceanside city,Oceanside city,161029,59581,41.57,0.98,40.59,3967.2,1467.9
0100000US,,United States,1600000US0653896,0653896,United States - California - Ontario city,Ontario city,158007,45182,49.86,0.07,49.78,3173.9,907.6
0100000US,,United States,1600000US0653980,0653980,United States - California - Orange city,Orange city,128821,41904,23.90,0.51,23.39,5506.4,1791.2
0100000US,,United States,1600000US0654652,0654652,United States - California - Oxnard city,Oxnard city,170358,45166,36.59,11.28,25.31,6729.7,1784.2
0100000US,,United States,1600000US0655156,0655156,United States - California - Palmdale city,Palmdale city,116670,37096,105.10,0.14,104.96,1111.6,353.4
0100000US,,United States,1600000US0655282,0655282,United States - California - Palo Alto city,Palo Alto city,58598,26048,25.63,1.96,23.67,2475.3,1100.3
0100000US,,United States,1600000US0655618,0655618,United States - California - Paramount city,Paramount city,55266,14591,4.84,0.10,4.73,11678.3,3083.2
0100000US,,United States,1600000US0656000,0656000,United States - California - Pasadena city,Pasadena city,133936,54132,23.17,0.07,23.10,5798.7,2343.6
0100000US,,United States,1600000US0656784,0656784,United States - California - Petaluma city,Petaluma city,54548,20304,13.90,0.10,13.80,3953.1,1471.4
0100000US,,United States,1600000US0656924,0656924,United States - California - Pico Rivera city,Pico Rivera city,63428,16807,8.84,0.55,8.30,7645.7,2026.0
0100000US,,United States,1600000US0657456,0657456,United States - California - Pittsburg city,Pittsburg city,56769,18300,16.82,1.22,15.60,3639.0,1173.1
0100000US,,United States,1600000US0657792,0657792,United States - California - Pleasanton city,Pleasanton city,63654,23968,21.83,0.17,21.67,2938.1,1106.3
0100000US,,United States,1600000US0658072,0658072,United States - California - Pomona city,Pomona city,149473,39598,22.84,0.00,22.84,6544.3,1733.7
0100000US,,United States,1600000US0659444,0659444,United States - California - Rancho Cordova CDP,Rancho Cordova CDP,55060,21584,22.80,0.29,22.52,2445.4,958.6
0100000US,,United States,1600000US0659451,0659451,United States - California - Rancho Cucamonga city,Rancho Cucamonga city,127743,42134,37.46,0.01,37.45,3411.4,1125.2
0100000US,,United States,1600000US0659920,0659920,United States - California - Redding city,Redding city,80865,33802,59.63,1.20,58.44,1383.8,578.4
0100000US,,United States,1600000US0659962,0659962,United States - California - Redlands city,Redlands city,63591,24790,35.73,0.27,35.47,1793.1,699.0
0100000US,,United States,1600000US0660018,0660018,United States - California - Redondo Beach city,Redondo Beach city,63261,29543,6.43,0.14,6.28,10065.4,4700.6
0100000US,,United States,1600000US0660102,0660102,United States - California - Redwood City city,Redwood City city,75402,28921,34.56,15.09,19.48,3871.3,1484.8
0100000US,,United States,1600000US0660466,0660466,United States - California - Rialto city,Rialto city,91873,26045,21.88,0.01,21.87,4200.7,1190.9
0100000US,,United States,1600000US0660620,0660620,United States - California - Richmond city,Richmond city,99216,36044,52.58,22.60,29.98,3309.5,1202.3
0100000US,,United States,1600000US0662000,0662000,United States - California - Riverside city,Riverside city,255166,85974,78.38,0.28,78.10,3267.2,1100.8
0100000US,,United States,1600000US0662896,0662896,United States - California - Rosemead city,Rosemead city,53505,14345,5.15,0.01,5.15,10398.3,2787.8
0100000US,,United States,1600000US0662938,0662938,United States - California - Roseville city,Roseville city,79921,31925,30.49,0.02,30.48,2622.5,1047.6
0100000US,,United States,1600000US0664000,0664000,United States - California - Sacramento city,Sacramento city,407018,163957,99.24,2.08,97.16,4189.2,1687.5
0100000US,,United States,1600000US0664224,0664224,United States - California - Salinas city,Salinas city,151060,39659,19.01,0.00,19.01,7948.4,2086.8
0100000US,,United States,1600000US0665000,0665000,United States - California - San Bernardino city,San Bernardino city,185401,63535,59.25,0.44,58.81,3152.4,1080.3
0100000US,,United States,1600000US0665042,0665042,United States - California - San Buenaventura (Ventura) city,San Buenaventura (Ventura) city,100916,39803,32.66,11.59,21.07,4790.6,1889.5
0100000US,,United States,1600000US0666000,0666000,United States - California - San Diego city,San Diego city,1223400,469689,372.03,47.69,324.34,3771.9,1448.1
0100000US,,United States,1600000US0667000,0667000,United States - California - San Francisco city,San Francisco city,776733,346527,231.92,185.22,46.69,16634.4,7421.2
0100000US,,United States,1600000US0668000,0668000,United States - California - San Jose city,San Jose city,894943,281841,178.18,3.31,174.86,5117.9,1611.8
0100000US,,United States,1600000US0668084,0668084,United States - California - San Leandro city,San Leandro city,79452,31334,15.56,2.43,13.13,6053.0,2387.2
0100000US,,United States,1600000US0668196,0668196,United States - California - San Marcos city,San Marcos city,54977,18862,23.82,0.07,23.76,2314.3,794.0
0100000US,,United States,1600000US0668252,0668252,United States - California - San Mateo city,San Mateo city,92482,38249,15.96,3.74,12.22,7569.5,3130.6
0100000US,,United States,1600000US0668364,0668364,United States - California - San Rafael city,San Rafael city,56063,22948,22.43,5.84,16.59,3378.9,1383.1
0100000US,,United States,1600000US0669000,0669000,United States - California - Santa Ana city,Santa Ana city,337977,74588,27.40,0.26,27.14,12451.9,2748.0
0100000US,,United States,1600000US0669070,0669070,United States - California - Santa Barbara city,Santa Barbara city,92325,37076,41.41,22.43,18.98,4865.3,1953.8
0100000US,,United States,1600000US0669084,0669084,United States - California - Santa Clara city,Santa Clara city,102361,39630,18.39,0.00,18.39,5566.2,2155.0
0100000US,,United States,1600000US0669088,0669088,United States - California - Santa Clarita city,Santa Clarita city,151088,52442,47.85,0.02,47.83,3159.1,1096.5
0100000US,,United States,1600000US0669112,0669112,United States - California - Santa Cruz city,Santa Cruz city,54593,21504,15.61,3.07,12.53,4356.0,1715.8
0100000US,,United States,1600000US0669196,0669196,United States - California - Santa Maria city,Santa Maria city,77423,22847,19.77,0.44,19.33,4005.8,1182.1
0100000US,,United States,1600000US0670000,0670000,United States - California - Santa Monica city,Santa Monica city,84084,47863,15.91,7.65,8.26,10178.7,5794.0
0100000US,,United States,1600000US0670098,0670098,United States - California - Santa Rosa city,Santa Rosa city,147595,57578,40.37,0.25,40.13,3678.3,1434.9
0100000US,,United States,1600000US0670224,0670224,United States - California - Santee city,Santee city,52975,18833,16.28,0.22,16.06,3298.7,1172.7
0100000US,,United States,1600000US0672016,0672016,United States - California - Simi Valley city,Simi Valley city,111351,37272,39.43,0.25,39.18,2841.9,951.3
0100000US,,United States,1600000US0673080,0673080,United States - California - South Gate city,South Gate city,96375,24269,7.48,0.12,7.37,13084.6,3294.9
0100000US,,United States,1600000US0673262,0673262,United States - California - South San Francisco city,South San Francisco city,60552,20138,29.74,20.72,9.02,6712.8,2232.5
0100000US,,United States,1600000US0673430,0673430,United States - California - South Whittier CDP,South Whittier CDP,55193,15008,5.38,0.00,5.38,10257.7,2789.3
0100000US,,United States,1600000US0675000,0675000,United States - California - Stockton city,Stockton city,243771,82042,55.95,1.24,54.71,4455.7,1499.6
0100000US,,United States,1600000US0677000,0677000,United States - California - Sunnyvale city,Sunnyvale city,131760,53753,22.63,0.69,21.94,6006.5,2450.4
0100000US,,United States,1600000US0678120,0678120,United States - California - Temecula city,Temecula city,57716,19099,26.28,0.03,26.26,2198.3,727.4
0100000US,,United States,1600000US0678582,0678582,United States - California - Thousand Oaks city,Thousand Oaks city,117005,42958,55.02,0.16,54.86,2132.8,783.0
0100000US,,United States,1600000US0680000,0680000,United States - California - Torrance city,Torrance city,137946,55967,20.54,0.00,20.54,6715.7,2724.7
0100000US,,United States,1600000US0680238,0680238,United States - California - Tracy city,Tracy city,56929,18087,21.00,0.00,21.00,2711.3,861.4
0100000US,,United States,1600000US0680812,0680812,United States - California - Turlock city,Turlock city,55810,19095,13.30,0.00,13.30,4194.7,1435.2
0100000US,,United States,1600000US0680854,0680854,United States - California - Tustin city,Tustin city,67504,25501,11.40,0.00,11.40,5921.4,2236.9
0100000US,,United States,1600000US0681204,0681204,United States - California - Union City city,Union City city,66869,18877,19.25,0.00,19.25,3473.0,980.4
0100000US,,United States,1600000US0681344,0681344,United States - California - Upland city,Upland city,68393,25467,15.15,0.03,15.12,4523.9,1684.5
0100000US,,United States,1600000US0681554,0681554,United States - California - Vacaville city,Vacaville city,88625,28696,27.08,0.00,27.08,3272.3,1059.5
0100000US,,United States,1600000US0681666,0681666,United States - California - Vallejo city,Vallejo city,116760,41219,48.75,18.56,30.19,3867.9,1365.4
0100000US,,United States,1600000US0682590,0682590,United States - California - Victorville city,Victorville city,64029,22498,73.30,0.52,72.78,879.7,309.1
0100000US,,United States,1600000US0682954,0682954,United States - California - Visalia city,Visalia city,91565,32654,28.58,0.00,28.58,3204.2,1142.7
0100000US,,United States,1600000US0682996,0682996,United States - California - Vista city,Vista city,89857,29814,18.68,0.00,18.68,4810.0,1595.9
0100000US,,United States,1600000US0683346,0683346,United States - California - Walnut Creek city,Walnut Creek city,64296,31425,19.92,0.01,19.91,3229.6,1578.5
0100000US,,United States,1600000US0684200,0684200,United States - California - West Covina city,West Covina city,105080,32058,16.11,0.00,16.11,6524.6,1990.5
0100000US,,United States,1600000US0684550,0684550,United States - California - Westminster city,Westminster city,88207,26940,10.11,0.00,10.11,8724.2,2664.5
0100000US,,United States,1600000US0685292,0685292,United States - California - Whittier city,Whittier city,83680,28977,14.63,0.00,14.63,5719.4,1980.5
0100000US,,United States,1600000US0686832,0686832,United States - California - Yorba Linda city,Yorba Linda city,58918,19567,19.86,0.49,19.37,3042.3,1010.4
0100000US,,United States,0400000US08,08,United States - Colorado,Colorado,4301261,1808037,104093.57,376.04,103717.53,41.5,17.4
0100000US,,United States,1600000US0803455,0803455,United States - Colorado - Arvada city,Arvada city,102153,39733,32.84,0.19,32.66,3128.1,1216.7
0100000US,,United States,1600000US0804000,0804000,United States - Colorado - Aurora city,Aurora city,276393,109260,142.74,0.24,142.50,1939.6,766.7
0100000US,,United States,1600000US0807850,0807850,United States - Colorado - Boulder city,Boulder city,94673,40726,25.37,1.00,24.37,3884.1,1670.8
0100000US,,United States,1600000US0816000,0816000,United States - Colorado - Colorado Springs city,Colorado Springs city,360890,148690,186.13,0.39,185.74,1942.9,800.5
0100000US,,United States,1600000US0820000,0820000,United States - Colorado - Denver city,Denver city,554636,251435,154.94,1.59,153.35,3616.8,1639.6
0100000US,,United States,1600000US0827425,0827425,United States - Colorado - Fort Collins city,Fort Collins city,118652,47755,47.14,0.60,46.54,2549.3,1026.0
0100000US,,United States,1600000US0832155,0832155,United States - Colorado - Greeley city,Greeley city,76930,28972,30.00,0.09,29.90,2572.5,968.8
0100000US,,United States,1600000US0836410,0836410,United States - Colorado - Highlands Ranch CDP,Highlands Ranch CDP,70931,25421,23.54,0.02,23.52,3015.4,1080.7
0100000US,,United States,1600000US0843000,0843000,United States - Colorado - Lakewood city,Lakewood city,144126,62422,42.47,0.87,41.59,3465.3,1500.8
0100000US,,United States,1600000US0845970,0845970,United States - Colorado - Longmont city,Longmont city,71093,27394,21.81,0.01,21.79,3262.3,1257.0
0100000US,,United States,1600000US0846465,0846465,United States - Colorado - Loveland city,Loveland city,50608,20299,25.51,0.94,24.57,2059.7,826.2
0100000US,,United States,1600000US0862000,0862000,United States - Colorado - Pueblo city,Pueblo city,102121,43121,45.37,0.30,45.08,2265.5,956.6
