GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02,HC04,HC05,HC06,HC08,HC09
0100000US,,United States,1600000US0877290,0877290,United States - Colorado - Thornton city,Thornton city,82384,29573,27.20,0.34,26.86,3066.7,1100.9
0100000US,,United States,1600000US0883835,0883835,United States - Colorado - Westminster city,Westminster city,100940,39318,32.86,1.36,31.51,3203.9,1248.0
0100000US,,United States,0400000US09,09,United States - Connecticut,Connecticut,3405565,1385975,5543.33,698.53,4844.80,702.9,286.1
0100000US,,United States,1600000US0908000,0908000,United States - Connecticut - Bridgeport city,Bridgeport city,139529,54367,19.40,3.40,16.00,8720.9,3398.1
0100000US,,United States,0600000US0900108070,0900108070,"United States - Connecticut - Bridgeport town, Fairfield County","Bridgeport town, Fairfield County",139529,54367,19.40,3.40,16.00,8720.9,3398.1
0100000US,,United States,1600000US0908420,0908420,United States - Connecticut - Bristol city,Bristol city,60062,26125,26.84,0.34,26.51,2265.8,985.6
0100000US,,United States,0600000US0900308490,0900308490,"United States - Connecticut - Bristol town, Hartford County","Bristol town, Hartford County",60062,26125,26.84,0.34,26.51,2265.8,985.6
0100000US,,United States,1600000US0918430,0918430,United States - Connecticut - Danbury city,Danbury city,74848,28519,44.30,2.19,42.11,1777.4,677.2
0100000US,,United States,0600000US0900118500,0900118500,"United States - Connecticut - Danbury town, Fairfield County","Danbury town, Fairfield County",74848,28519,44.30,2.19,42.11,1777.4,677.2
0100000US,,United States,0600000US0900126620,0900126620,"United States - Connecticut - Fairfield town, Fairfield County","Fairfield town, Fairfield County",57340,21029,31.33,1.30,30.03,1909.3,700.2
0100000US,,United States,0600000US0900133620,0900133620,"United States - Connecticut - Greenwich town, Fairfield County","Greenwich town, Fairfield County",61101,24511,67.24,19.42,47.83,1277.6,512.5
0100000US,,United States,0600000US0900935650,0900935650,"United States - Connecticut - Hamden town, New Haven County","Hamden town, New Haven County",56913,23464,33.32,0.54,32.78,1736.1,715.7
0100000US,,United States,1600000US0937000,0937000,United States - Connecticut - Hartford city,Hartford city,121578,50644,17.97,0.66,17.31,7025.5,2926.5
0100000US,,United States,0600000US0900337070,0900337070,"United States - Connecticut - Hartford town, Hartford County","Hartford town, Hartford County",121578,50644,17.97,0.66,17.31,7025.5,2926.5
0100000US,,United States,0600000US0900344700,0900344700,"United States - Connecticut - Manchester town, Hartford County","Manchester town, Hartford County",54740,24256,27.68,0.42,27.26,2008.2,889.9
0100000US,,United States,1600000US0946450,0946450,United States - Connecticut - Meriden city,Meriden city,58244,24631,24.14,0.40,23.75,2452.8,1037.3
0100000US,,United States,0600000US0900946520,0900946520,"United States - Connecticut - Meriden town, New Haven County","Meriden town, New Haven County",58244,24631,24.14,0.40,23.75,2452.8,1037.3
0100000US,,United States,1700000US0947500,0947500,United States - Connecticut - Milford city,Milford city,52305,21962,26.15,3.59,22.56,2318.5,973.5
0100000US,,United States,1600000US0947515,0947515,United States - Connecticut - Milford city (balance),Milford city (balance),50594,21145,23.74,1.46,22.28,2270.7,949.0
0100000US,,United States,0600000US0900947535,0900947535,"United States - Connecticut - Milford town, New Haven County","Milford town, New Haven County",52305,21962,26.15,3.59,22.56,2318.5,973.5
0100000US,,United States,1600000US0950370,0950370,United States - Connecticut - New Britain city,New Britain city,71538,31164,13.40,0.07,13.34,5364.0,2336.7
0100000US,,United States,0600000US0900350440,0900350440,"United States - Connecticut - New Britain town, Hartford County","New Britain town, Hartford County",71538,31164,13.40,0.07,13.34,5364.0,2336.7
0100000US,,United States,1600000US0952000,0952000,United States - Connecticut - New Haven city,New Haven city,123626,52941,20.25,1.40,18.85,6558.4,2808.5
0100000US,,United States,0600000US0900952070,0900952070,"United States - Connecticut - New Haven town, New Haven County","New Haven town, New Haven County",123626,52941,20.25,1.40,18.85,6558.4,2808.5
0100000US,,United States,1600000US0955990,0955990,United States - Connecticut - Norwalk city,Norwalk city,82951,33753,36.33,13.53,22.81,3637.3,1480.0
0100000US,,United States,0600000US0900156060,0900156060,"United States - Connecticut - Norwalk town, Fairfield County","Norwalk town, Fairfield County",82951,33753,36.33,13.53,22.81,3637.3,1480.0
0100000US,,United States,1600000US0973000,0973000,United States - Connecticut - Stamford city,Stamford city,117083,47317,52.07,14.33,37.75,3101.9,1253.6
0100000US,,United States,0600000US0900173070,0900173070,"United States - Connecticut - Stamford town, Fairfield County","Stamford town, Fairfield County",117083,47317,52.07,14.33,37.75,3101.9,1253.6
0100000US,,United States,1600000US0980000,0980000,United States - Connecticut - Waterbury city,Waterbury city,107271,46827,28.92,0.35,28.57,3754.7,1639.0
0100000US,,United States,0600000US0900980070,0900980070,"United States - Connecticut - Waterbury town, New Haven County","Waterbury town, New Haven County",107271,46827,28.92,0.35,28.57,3754.7,1639.0
0100000US,,United States,0600000US0900382590,0900382590,"United States - Connecticut - West Hartford town, Hartford County","West Hartford town, Hartford County",63589,25332,22.36,0.38,21.98,2892.6,1152.3
0100000US,,United States,1600000US0982660,0982660,United States - Connecticut - West Hartford CDP,West Hartford CDP,63589,25332,22.36,0.38,21.98,2892.6,1152.3
0100000US,,United States,1600000US0982800,0982800,United States - Connecticut - West Haven city,West Haven city,52360,22336,11.01,0.17,10.84,4832.0,2061.3
0100000US,,United States,0600000US0900982870,0900982870,"United States - Connecticut - West Haven town, New Haven County","West Haven town, New Haven County",52360,22336,11.01,0.17,10.84,4832.0,2061.3
0100000US,,United States,0400000US10,10,United States - Delaware,Delaware,783600,343072,2489.27,535.71,1953.56,401.1,175.6
0100000US,,United States,1600000US1077580,1077580,United States - Delaware - Wilmington city,Wilmington city,72664,32138,17.02,6.17,10.85,6698.1,2962.4
0100000US,,United States,0400000US11,11,United States - District of Columbia,District of Columbia,572059,274845,68.34,6.94,61.40,9316.4,4476.1
0100000US,,United States,1600000US1150000,1150000,United States - District of Columbia - Washington city,Washington city,572059,274845,68.34,6.94,61.40,9316.4,4476.1
0100000US,,United States,0400000US12,12,United States - Florida,Florida,15982378,7302947,65754.59,11827.77,53926.82,296.4,135.4
0100000US,,United States,1600000US1207300,1207300,United States - Florida - Boca Raton city,Boca Raton city,74764,37547,29.12,1.93,27.19,2749.8,1381.0
0100000US,,United States,1600000US1207875,1207875,United States - Florida - Boynton Beach city,Boynton Beach city,60389,30643,16.25,0.37,15.88,3803.5,1930.0
0100000US,,United States,1600000US1208150,1208150,United States - Florida - Brandon CDP,Brandon CDP,77895,30485,29.29,0.57,28.72,2712.3,1061.5
0100000US,,United States,1600000US1210275,1210275,United States - Florida - Cape Coral city,Cape Coral city,102286,45653,115.10,9.91,105.19,972.4,434.0
0100000US,,United States,1600000US1210650,1210650,United States - Florida - Carol City CDP,Carol City CDP,59443,17049,7.74,0.11,7.62,7796.0,2236.0
0100000US,,United States,1600000US1212875,1212875,United States - Florida - Clearwater city,Clearwater city,108787,56802,37.72,12.44,25.29,4302.1,2246.3
0100000US,,United States,1600000US1214400,1214400,United States - Florida - Coral Springs city,Coral Springs city,117549,41337,24.15,0.24,23.91,4916.5,1728.9
0100000US,,United States,1600000US1216475,1216475,United States - Florida - Davie town,Davie town,75720,31284,34.17,0.74,33.43,2265.2,935.9
0100000US,,United States,1600000US1216525,1216525,United States - Florida - Daytona Beach city,Daytona Beach city,64112,33345,64.93,6.25,58.68,1092.6,568.3
0100000US,,United States,1600000US1216725,1216725,United States - Florida - Deerfield Beach city,Deerfield Beach city,64583,37343,14.93,1.50,13.43,4810.6,2781.6
0100000US,,United States,1600000US1217100,1217100,United States - Florida - Delray Beach city,Delray Beach city,60020,31702,15.89,0.53,15.37,3905.6,2062.9
0100000US,,United States,1600000US1217200,1217200,United States - Florida - Deltona city,Deltona city,69543,26417,38.32,2.54,35.78,1943.7,738.4
0100000US,,United States,1600000US1224000,1224000,United States - Florida - Fort Lauderdale city,Fort Lauderdale city,152397,80862,36.02,4.29,31.73,4803.1,2548.5
0100000US,,United States,1600000US1224562,1224562,United States - Florida - Fountainbleau CDP,Fountainbleau CDP,59549,21881,4.52,0.11,4.40,13524.7,4969.6
0100000US,,United States,1600000US1225175,1225175,United States - Florida - Gainesville city,Gainesville city,95447,40105,49.10,0.92,48.18,1981.0,832.4
0100000US,,United States,1600000US1230000,1230000,United States - Florida - Hialeah city,Hialeah city,226419,72142,19.74,0.50,19.24,11767.3,3749.3
0100000US,,United States,1600000US1232000,1232000,United States - Florida - Hollywood city,Hollywood city,139357,68426,30.80,3.46,27.34,5097.2,2502.8
0100000US,,United States,1600000US1235000,1235000,United States - Florida - Jacksonville city,Jacksonville city,735617,308826,874.33,116.65,757.68,970.9,407.6
0100000US,,United States,1600000US1236062,1236062,United States - Florida - Kendale Lakes CDP,Kendale Lakes CDP,56901,18656,8.60,0.43,8.17,6962.4,2282.8
0100000US,,United States,1600000US1236100,1236100,United States - Florida - Kendall CDP,Kendall CDP,75226,29669,16.34,0.22,16.13,4664.8,1839.8
0100000US,,United States,1600000US1238250,1238250,United States - Florida - Lakeland city,Lakeland city,78452,38980,51.45,5.61,45.84,1711.3,850.3
0100000US,,United States,1600000US1239425,1239425,United States - Florida - Largo city,Largo city,69371,40261,16.13,0.46,15.66,4429.1,2570.5
0100000US,,United States,1600000US1239550,1239550,United States - Florida - Lauderhill city,Lauderhill city,57585,25751,7.33,0.04,7.30,7892.8,3529.5
0100000US,,United States,1600000US1243125,1243125,United States - Florida - Margate city,Margate city,53909,24740,8.98,0.17,8.81,6120.6,2808.9
0100000US,,United States,1600000US1243975,1243975,United States - Florida - Melbourne city,Melbourne city,71382,33678,35.49,5.29,30.20,2363.9,1115.3
0100000US,,United States,1600000US1245000,1245000,United States - Florida - Miami city,Miami city,362470,148388,55.27,19.59,35.67,10160.9,4159.7
0100000US,,United States,1600000US1245025,1245025,United States - Florida - Miami Beach city,Miami Beach city,87933,59723,18.71,11.67,7.03,12502.1,8491.2
0100000US,,United States,1600000US1245975,1245975,United States - Florida - Miramar city,Miramar city,72739,25905,31.00,1.50,29.50,2465.8,878.2
0100000US,,United States,1600000US1249450,1249450,United States - Florida - North Miami city,North Miami city,59880,22281,9.99,1.53,8.46,7080.0,2634.4
0100000US,,United States,1600000US1253000,1253000,United States - Florida - Orlando city,Orlando city,185951,88486,100.95,7.46,93.50,1988.9,946.4
0100000US,,United States,1600000US1254000,1254000,United States - Florida - Palm Bay city,Palm Bay city,79413,32902,66.75,3.10,63.65,1247.7,517.0
0100000US,,United States,1600000US1254350,1254350,United States - Florida - Palm Harbor CDP,Palm Harbor CDP,59248,28044,26.59,8.67,17.92,3306.8,1565.2
0100000US,,United States,1600000US1255775,1255775,United States - Florida - Pembroke Pines city,Pembroke Pines city,137427,55296,34.44,1.38,33.05,4157.6,1672.9
0100000US,,United States,1600000US1255925,1255925,United States - Florida - Pensacola city,Pensacola city,56255,26995,39.65,16.96,22.70,2478.7,1189.4
0100000US,,United States,1600000US1257425,1257425,United States - Florida - Plantation city,Plantation city,82934,34999,21.93,0.19,21.74,3815.2,1610.0
0100000US,,United States,1600000US1258050,1258050,United States - Florida - Pompano Beach city,Pompano Beach city,78191,44496,22.15,1.60,20.55,3804.4,2165.0
0100000US,,United States,1600000US1258715,1258715,United States - Florida - Port St. Lucie city,Port St. Lucie city,88769,36785,76.69,1.15,75.54,1175.1,487.0
0100000US,,United States,1600000US1263000,1263000,United States - Florida - St. Petersburg city,St. Petersburg city,248232,124618,133.08,73.45,59.63,4163.1,2090.0
0100000US,,United States,1600000US1264175,1264175,United States - Florida - Sarasota city,Sarasota city,52715,26898,25.93,11.04,14.89,3539.8,1806.2
0100000US,,United States,1600000US1268350,1268350,United States - Florida - Spring Hill CDP,Spring Hill CDP,69078,30658,54.84,1.71,53.13,1300.1,577.0
0100000US,,United States,1600000US1269700,1269700,United States - Florida - Sunrise city,Sunrise city,85779,35661,18.43,0.23,18.20,4712.5,1959.1
0100000US,,United States,1600000US1270600,1270600,United States - Florida - Tallahassee city,Tallahassee city,150624,68417,98.25,2.54,95.71,1573.8,714.8
0100000US,,United States,1600000US1270675,1270675,United States - Florida - Tamarac city,Tamarac city,55588,29750,11.89,0.50,11.39,4879.8,2611.6
0100000US,,United States,1600000US1270700,1270700,United States - Florida - Tamiami CDP,Tamiami CDP,54788,16707,7.57,0.23,7.34,7461.3,2275.3
0100000US,,United States,1600000US1271000,1271000,United States - Florida - Tampa city,Tampa city,303447,135776,170.60,58.53,112.07,2707.8,1211.6
0100000US,,United States,1600000US1272145,1272145,United States - Florida - Town 'n' Country CDP,Town 'n' Country CDP,72523,30720,24.42,0.74,23.67,3063.5,1297.7
0100000US,,United States,1600000US1276600,1276600,United States - Florida - West Palm Beach city,West Palm Beach city,82103,40461,58.20,3.06,55.14,1488.9,733.8
0100000US,,United States,0400000US13,13,United States - Georgia,Georgia,8186453,3281737,59424.77,1518.63,57906.14,141.4,56.7
0100000US,,United States,1600000US1301052,1301052,United States - Georgia - Albany city,Albany city,76939,32062,55.86,0.33,55.53,1385.5,577.3
0100000US,,United States,1700000US1303436,1303436,United States - Georgia - Athens-Clarke County,Athens-Clarke County,101489,42126,121.28,0.49,120.79,840.2,348.8
0100000US,,United States,1600000US1303440,1303440,United States - Georgia - Athens-Clarke County (balance),Athens-Clarke County (balance),100266,41633,118.23,0.48,117.75,851.5,353.6
0100000US,,United States,1600000US1304000,1304000,United States - Georgia - Atlanta city,Atlanta city,416474,186925,132.42,0.68,131.75,3161.2,1418.8
0100000US,,United States,1700000US1304200,1304200,United States - Georgia - Augusta-Richmond County,Augusta-Richmond County,199775,82312,328.45,4.41,324.04,616.5,254.0
0100000US,,United States,1600000US1304204,1304204,United States - Georgia - Augusta-Richmond County (balance),Augusta-Richmond County (balance),195182,80481,306.48,4.35,302.13,646.0,266.4
0100000US,,United States,1700000US1319000,1319000,United States - Georgia - Columbus city,Columbus city,186291,76182,221.00,4.74,216.26,861.4,352.3
0100000US,,United States,1600000US1319007,1319007,United States - Georgia - Columbus city (balance),Columbus city (balance),185781,75940,220.83,4.74,216.09,859.7,351.4
0100000US,,United States,1600000US1349000,1349000,United States - Georgia - Macon city,Macon city,97255,44341,56.27,0.46,55.80,1742.8,794.6
0100000US,,United States,1600000US1349756,1349756,United States - Georgia - Marietta city,Marietta city,58748,25227,21.95,0.06,21.89,2684.1,1152.6
0100000US,,United States,1600000US1367284,1367284,United States - Georgia - Roswell city,Roswell city,79334,31300,38.61,0.59,38.02,2086.5,823.2
0100000US,,United States,1600000US1368516,1368516,United States - Georgia - Sandy Springs CDP,Sandy Springs CDP,85781,42794,38.98,1.25,37.72,2274.1,1134.5
0100000US,,United States,1600000US1369000,1369000,United States - Georgia - Savannah city,Savannah city,131510,57437,78.11,3.37,74.74,1759.5,768.5
0100000US,,United States,0400000US15,15,United States - Hawaii,Hawaii,1211537,460542,10930.98,4508.36,6422.62,188.6,71.7
0100000US,,United States,1600000US1517000,1517000,United States - Hawaii - Honolulu CDP,Honolulu CDP,371657,158663,105.05,19.35,85.70,4336.6,1851.3
0100000US,,United States,0400000US16,16,United States - Idaho,Idaho,1293953,527824,83570.08,822.87,82747.21,15.6,6.4
0100000US,,United States,1600000US1608830,1608830,United States - Idaho - Boise City city,Boise City city,185787,77850,63.98,0.21,63.78,2913.1,1220.7
0100000US,,United States,1600000US1639700,1639700,United States - Idaho - Idaho Falls city,Idaho Falls city,50730,19771,17.36,0.29,17.07,2972.2,1158.4
0100000US,,United States,1600000US1656260,1656260,United States - Idaho - Nampa city,Nampa city,51867,19379,19.87,0.02,19.85,2612.3,976.0
0100000US,,United States,1600000US1664090,1664090,United States - Idaho - Pocatello city,Pocatello city,51466,20627,28.24,0.00,28.24,1822.5,730.4
0100000US,,United States,0400000US17,17,United States - Illinois,Illinois,12419293,4885615,57914.38,2330.79,55583.58,223.4,87.9
0100000US,,United States,1600000US1702154,1702154,United States - Illinois - Arlington Heights village,Arlington Heights village,76031,31725,16.44,0.03,16.41,4633.3,1933.3
0100000US,,United States,1600000US1703012,1703012,United States - Illinois - Aurora city,Aurora city,142990,48797,39.42,0.89,38.53,3711.5,1266.6
0100000US,,United States,1600000US1705573,1705573,United States - Illinois - Berwyn city,Berwyn city,54016,20691,3.89,0.00,3.89,13876.2,5315.3
0100000US,,United States,1600000US1706613,1706613,United States - Illinois - Bloomington city,Bloomington city,64808,28431,22.50,0.00,22.50,2880.3,1263.6
0100000US,,United States,1600000US1707133,1707133,United States - Illinois - Bolingbrook village,Bolingbrook village,56321,17884,20.74,0.24,20.51,2746.5,872.1
0100000US,,United States,1600000US1712385,1712385,United States - Illinois - Champaign city,Champaign city,67518,28556,17.01,0.02,16.99,3974.6,1681.0
0100000US,,United States,1600000US1714000,1714000,United States - Illinois - Chicago city,Chicago city,2896016,1152868,234.00,6.87,227.13,12750.3,5075.8
0100000US,,United States,1600000US1714351,1714351,United States - Illinois - Cicero town,Cicero town,85616,24640,5.85,0.00,5.85,14645.2,4214.9
0100000US,,United States,1600000US1718823,1718823,United States - Illinois - Decatur city,Decatur city,81860,37239,45.88,4.32,41.56,1969.7,896.0
0100000US,,United States,1600000US1719642,1719642,United States - Illinois - Des Plaines city,Des Plaines city,58720,22851,14.53,0.11,14.42,4071.2,1584.3
0100000US,,United States,1600000US1723074,1723074,United States - Illinois - Elgin city,Elgin city,94487,32665,25.39,0.39,25.00,3779.1,1306.5
0100000US,,United States,1600000US1724582,1724582,United States - Illinois - Evanston city,Evanston city,74239,30817,7.77,0.02,7.75,9584.1,3978.4
0100000US,,United States,1600000US1738570,1738570,United States - Illinois - Joliet city,Joliet city,106221,38176,38.35,0.29,38.06,2790.9,1003.1
0100000US,,United States,1600000US1751089,1751089,United States - Illinois - Mount Prospect village,Mount Prospect village,56265,21952,10.24,0.04,10.21,5513.1,2151.0
0100000US,,United States,1600000US1751622,1751622,United States - Illinois - Naperville city,Naperville city,128358,45651,35.52,0.14,35.38,3628.3,1290.4
0100000US,,United States,1600000US1754820,1754820,United States - Illinois - Oak Lawn village,Oak Lawn village,55245,22846,8.60,0.00,8.60,6427.3,2657.9
0100000US,,United States,1600000US1754885,1754885,United States - Illinois - Oak Park village,Oak Park village,52524,23723,4.70,0.00,4.70,11173.4,5046.6
0100000US,,United States,1600000US1756640,1756640,United States - Illinois - Orland Park village,Orland Park village,51077,19045,19.44,0.29,19.14,2668.4,995.0
0100000US,,United States,1600000US1757225,1757225,United States - Illinois - Palatine village,Palatine village,65479,26223,13.11,0.13,12.97,5047.2,2021.3
0100000US,,United States,1600000US1759000,1759000,United States - Illinois - Peoria city,Peoria city,112936,49125,46.63,2.23,44.40,2543.4,1106.3
0100000US,,United States,1600000US1765000,1765000,United States - Illinois - Rockford city,Rockford city,150115,63570,56.72,0.71,56.01,2680.4,1135.1
0100000US,,United States,1600000US1768003,1768003,United States - Illinois - Schaumburg village,Schaumburg village,75386,33093,19.12,0.12,19.00,3967.1,1741.5
0100000US,,United States,1600000US1770122,1770122,United States - Illinois - Skokie village,Skokie village,63348,23702,10.04,0.00,10.04,6308.7,2360.4
0100000US,,United States,1600000US1772000,1772000,United States - Illinois - Springfield city,Springfield city,111454,53733,60.31,6.31,54.00,2063.9,995.0
0100000US,,United States,1600000US1779293,1779293,United States - Illinois - Waukegan city,Waukegan city,87901,29243,23.09,0.08,23.01,3819.8,1270.8
0100000US,,United States,1600000US1781048,1781048,United States - Illinois - Wheaton city,Wheaton city,55416,19881,11.27,0.04,11.22,4938.5,1771.7
0100000US,,United States,0400000US18,18,United States - Indiana,Indiana,6080485,2532319,36417.73,550.83,35866.90,169.5,70.6
0100000US,,United States,1600000US1801468,1801468,United States - Indiana - Anderson city,Anderson city,59734,27643,40.16,0.11,40.05,1491.6,690.3
0100000US,,United States,1600000US1805860,1805860,United States - Indiana - Bloomington city,Bloomington city,69291,28400,19.93,0.20,19.73,3511.1,1439.1
0100000US,,United States,1600000US1820728,1820728,United States - Indiana - Elkhart city,Elkhart city,51874,21688,22.26,0.89,21.36,2428.0,1015.1
0100000US,,United States,1600000US1822000,1822000,United States - Indiana - Evansville city,Evansville city,121582,57065,40.76,0.06,40.70,2987.0,1402.0
0100000US,,United States,1600000US1825000,1825000,United States - Indiana - Fort Wayne city,Fort Wayne city,205727,90915,79.12,0.17,78.95,2605.7,1151.5
0100000US,,United States,1600000US1827000,1827000,United States - Indiana - Gary city,Gary city,102746,43630,57.24,7.01,50.23,2045.5,868.6
0100000US,,United States,1600000US1831000,1831000,United States - Indiana - Hammond city,Hammond city,83048,34139,24.83,1.95,22.88,3630.0,1492.2
0100000US,,United States,1700000US1836000,1836000,United States - Indiana - Indianapolis city,Indianapolis city,791926,356980,373.15,6.68,366.47,2160.9,974.1
0100000US,,United States,1600000US1836003,1836003,United States - Indiana - Indianapolis city (balance),Indianapolis city (balance),781870,352429,368.16,6.68,361.48,2163.0,975.0
0100000US,,United States,1600000US1840788,1840788,United States - Indiana - Lafayette city,Lafayette city,56397,25602,20.09,0.00,20.09,2806.5,1274.1
0100000US,,United States,1600000US1851876,1851876,United States - Indiana - Muncie city,Muncie city,67430,30205,24.20,0.01,24.18,2788.2,1248.9
0100000US,,United States,1600000US1871000,1871000,United States - Indiana - South Bend city,South Bend city,107789,46349,39.11,0.43,38.68,2786.4,1198.1
0100000US,,United States,1600000US1875428,1875428,United States - Indiana - Terre Haute city,Terre Haute city,59614,25636,32.10,0.86,31.24,1908.4,820.7
0100000US,,United States,0400000US19,19,United States - Iowa,Iowa,2926324,1232511,56271.55,402.20,55869.36,52.4,22.1
0100000US,,United States,1600000US1901855,1901855,United States - Iowa - Ames city,Ames city,50731,18757,21.58,0.02,21.57,2352.3,869.7
0100000US,,United States,1600000US1912000,1912000,United States - Iowa - Cedar Rapids city,Cedar Rapids city,120758,52240,64.41,1.28,63.14,1912.6,827.4
0100000US,,United States,1600000US1916860,1916860,United States - Iowa - Council Bluffs city,Council Bluffs city,58268,24340,39.65,2.26,37.38,1558.7,651.1
0100000US,,United States,1600000US1919000,1919000,United States - Iowa - Davenport city,Davenport city,98359,41350,64.94,2.15,62.79,1566.5,658.5
0100000US,,United States,1600000US1921000,1921000,United States - Iowa - Des Moines city,Des Moines city,198682,85067,77.25,1.45,75.80,2621.3,1122.3
0100000US,,United States,1600000US1922395,1922395,United States - Iowa - Dubuque city,Dubuque city,57686,23819,27.72,1.23,26.48,2178.2,899.4
0100000US,,United States,1600000US1938595,1938595,United States - Iowa - Iowa City city,Iowa City city,62220,26083,24.44,0.28,24.16,2575.0,1079.4
0100000US,,United States,1600000US1973335,1973335,United States - Iowa - Sioux City city,Sioux City city,85013,33816,55.95,1.15,54.80,1551.3,617.1
0100000US,,United States,1600000US1982425,1982425,United States - Iowa - Waterloo city,Waterloo city,68747,29499,62.02,1.28,60.74,1131.9,485.7
0100000US,,United States,0400000US20,20,United States - Kansas,Kansas,2688418,1131200,82276.84,461.96,81814.88,32.9,13.8
0100000US,,United States,1600000US2036000,2036000,United States - Kansas - Kansas City city,Kansas City city,146866,61446,127.81,3.55,124.26,1181.9,494.5
0100000US,,United States,1600000US2038900,2038900,United States - Kansas - Lawrence city,Lawrence city,80098,32761,28.70,0.59,28.11,2849.4,1165.4
0100000US,,United States,1600000US2052575,2052575,United States - Kansas - Olathe city,Olathe city,92962,33343,54.47,0.30,54.16,1716.4,615.6
0100000US,,United States,1600000US2053775,2053775,United States - Kansas - Overland Park city,Overland Park city,149080,62586,56.85,0.10,56.75,2627.0,1102.9
0100000US,,United States,1600000US2071000,2071000,United States - Kansas - Topeka city,Topeka city,122377,56435,56.98,0.97,56.01,2185.0,1007.6
0100000US,,United States,1600000US2079000,2079000,United States - Kansas - Wichita city,Wichita city,344284,152119,138.93,3.18,135.75,2536.1,1120.6
0100000US,,United States,0400000US21,21,United States - Kentucky,Kentucky,4041769,1750927,40409.02,680.85,39728.18,101.7,44.1
0100000US,,United States,1600000US2146027,2146027,United States - Kentucky - Lexington-Fayette,Lexington-Fayette,260512,116167,285.52,1.00,284.52,915.6,408.3
0100000US,,United States,1600000US2148000,2148000,United States - Kentucky - Louisville city,Louisville city,256231,121275,66.65,4.53,62.12,4124.9,1952.3
0100000US,,United States,1600000US2158620,2158620,United States - Kentucky - Owensboro city,Owensboro city,54067,24302,18.66,1.23,17.42,3102.9,1394.7
0100000US,,United States,0400000US22,22,United States - Louisiana,Louisiana,4468976,1847181,51839.70,8277.85,43561.85,102.6,42.4
0100000US,,United States,1600000US2205000,2205000,United States - Louisiana - Baton Rouge city,Baton Rouge city,227818,97388,79.06,2.22,76.84,2964.7,1267.3
0100000US,,United States,1600000US2208920,2208920,United States - Louisiana - Bossier City city,Bossier City city,56461,23026,41.62,0.79,40.84,1382.6,563.9
0100000US,,United States,1600000US2239475,2239475,United States - Louisiana - Kenner city,Kenner city,70517,27378,15.23,0.10,15.14,4659.0,1808.8
0100000US,,United States,1600000US2240735,2240735,United States - Louisiana - Lafayette city,Lafayette city,110257,46865,47.68,0.09,47.59,2316.7,984.7
0100000US,,United States,1600000US2241155,2241155,United States - Louisiana - Lake Charles city,Lake Charles city,71757,31429,42.53,2.37,40.17,1786.6,782.5
0100000US,,United States,1600000US2250115,2250115,United States - Louisiana - Metairie CDP,Metairie CDP,146136,67225,23.26,0.05,23.21,6296.7,2896.6
0100000US,,United States,1600000US2251410,2251410,United States - Louisiana - Monroe city,Monroe city,53107,21278,32.38,3.71,28.68,1851.8,741.9
0100000US,,United States,1600000US2255000,2255000,United States - Louisiana - New Orleans city,New Orleans city,484674,215091,350.21,169.66,180.56,2684.3,1191.3
0100000US,,United States,1600000US2270000,2270000,United States - Louisiana - Shreveport city,Shreveport city,200145,86802,117.79,14.65,103.14,1940.5,841.6
0100000US,,United States,0400000US23,23,United States - Maine,Maine,1274923,651901,35384.65,4523.10,30861.55,41.3,21.1
0100000US,,United States,1600000US2360545,2360545,United States - Maine - Portland city,Portland city,64249,31862,52.57,31.36,21.21,3029.2,1502.2
0100000US,,United States,0400000US24,24,United States - Maryland,Maryland,5296486,2145283,12406.68,2632.86,9773.82,541.9,219.5
0100000US,,United States,1600000US2402825,2402825,United States - Maryland - Aspen Hill CDP,Aspen Hill CDP,50228,18565,10.53,0.06,10.47,4799.2,1773.9
0100000US,,United States,1600000US2404000,2404000,United States - Maryland - Baltimore city,Baltimore city,651154,300477,92.08,11.27,80.80,8058.4,3718.6
0100000US,,United States,1600000US2407125,2407125,United States - Maryland - Bethesda CDP,Bethesda CDP,55277,24368,13.19,0.05,13.14,4205.8,1854.1
0100000US,,United States,1600000US2408775,2408775,United States - Maryland - Bowie city,Bowie city,50269,18718,16.12,0.02,16.10,3121.9,1162.5
0100000US,,United States,1600000US2419125,2419125,United States - Maryland - Columbia CDP,Columbia CDP,88254,35281,27.66,0.10,27.56,3202.0,1280.0
0100000US,,United States,1600000US2423975,2423975,United States - Maryland - Dundalk CDP,Dundalk CDP,62306,26385,17.39,4.10,13.29,4689.5,1985.9
0100000US,,United States,1600000US2426000,2426000,United States - Maryland - Ellicott City CDP,Ellicott City CDP,56397,20789,32.09,0.06,32.03,1760.9,649.1
0100000US,,United States,1600000US2430325,2430325,United States - Maryland - Frederick city,Frederick city,52767,22106,20.42,0.00,20.42,2584.4,1082.7
0100000US,,United States,1600000US2431175,2431175,United States - Maryland - Gaithersburg city,Gaithersburg city,52613,20674,10.16,0.07,10.09,5216.2,2049.7
0100000US,,United States,1600000US2432025,2432025,United States - Maryland - Germantown CDP,Germantown CDP,55419,21568,10.83,0.05,10.77,5144.0,2001.9
0100000US,,United States,1600000US2472450,2472450,United States - Maryland - Silver Spring CDP,Silver Spring CDP,76540,31208,9.42,0.00,9.42,8123.6,3312.3
