"","census_tract","corr"
"8016","B23007_012",-0.0229957741023101
"6025","B17010_031",-0.0229989866547547
"1020","B05008_054",-0.0230162460463866
"13636","B25126_033",-0.0230273149322523
"12165","B25021_003",-0.0231079596366962
"16189","B99052_006",-0.0231236596706805
"2903","B08132_032",-0.0231436092711646
"2656","B08124_040",-0.0231796314648457
"7287","B19215_005",-0.023229642189375
"4413","B10059_007",-0.0232634952799193
"4231","B09019_003",-0.0232637247592832
"12415","B25053_006",-0.0233834583256903
"12187","B25026_011",-0.0234071868284848
"13351","B25121_100",-0.0234896319031557
"12116","B25015_027",-0.0235115718938809
"5433","B15012_011",-0.023537364020728
"6793","B18104_013",-0.0235956315611775
"11963","B25006_009",-0.0236087288743168
"16287","B99172_010",-0.0237255964914907
"5763","B16008_053",-0.0237617471281114
"6476","B17022_080",-0.0238438380788527
"5183","B14005_005",-0.0239067698548241
"12128","B25016_013",-0.0239076522308811
"12460","B25056_027",-0.0239380518577534
"12510","B25063_027",-0.0239380518577534
"2837","B08128_069",-0.0239742140378569
"1392","B06011_002",-0.0240460771486251
"5047","B14002_005",-0.0240881304047472
"8326","B23027_032",-0.0241121120951316
"1480","B07001_067",-0.0241689385331604
"3163","B08141_030",-0.0241763922811374
"12114","B25015_025",-0.0241815432755822
"363","B04004_078",-0.0241874412433297
"12946","B25098_010",-0.0241966371099937
"1262","B06007_023",-0.0242078829824774
"7903","B23001_128",-0.024243219516331
"8647","B24041_025",-0.0242520801263499
"12801","B25093_004",-0.024253151342826
"676","B05004_010",-0.0242643280558942
"8602","B24032_033",-0.0243086186881924
"538","B04006_039",-0.0243371330518841
"6240","B17017_008",-0.0243497946198528
"8783","B24092_009",-0.0244470469123256
"13316","B25121_065",-0.0244477645963867
"7488","B20005_011",-0.024473614616163
"4764","B12002_153",-0.0244742489482985
"13291","B25121_040",-0.0245004689763689
"487","B04005_095",-0.0245106999638803
"1426","B07001_013",-0.0245299464544213
"3093","B08134_119",-0.0245330791992525
"4655","B12002_044",-0.0245611395984005
"8372","B24012_008",-0.0247324277657449
"15878","B27010_032",-0.0248072603264563
"15931","B27015_004",-0.0248386090835896
"6275","B17017_043",-0.0248591748231836
"7219","B19131_059",-0.0248593484936089
"12472","B25061_013",-0.0249595187650106
"8721","B24080_020",-0.0249842832562673
"5340","B15002_014",-0.0250124043944909
"16142","B28007_017",-0.0250468579656754
"13326","B25121_075",-0.0251186775513857
"12152","B25020_010",-0.0251567831584359
"6556","B17024_046",-0.0251680227998502
"4367","B10054_007",-0.0253566296558936
"13346","B25121_095",-0.025404402736244
"6152","B17015_012",-0.0255328171622189
"1213","B06001_051",-0.0256043227403797
"1576","B07008_017",-0.0256847238939706
"3082","B08134_108",-0.0257538734081233
"2672","B08126_008",-0.0257606242326983
"665","B05003_021",-0.0257656076020315
"12127","B25016_012",-0.0258360661288324
"12387","B25049_006",-0.0258360661288324
"12633","B25074_039",-0.0259430620391675
"13564","B25125_005",-0.0259634710323284
"891","B05007_030",-0.0259853367633213
"8334","B24011_005",-0.0261112630222069
"15899","B27010_053",-0.0261552572551528
"2692","B08126_028",-0.0262040333742487
"5094","B14003_004",-0.0262387226433712
"1300","B06008_022",-0.0263183670371408
"8272","B23026_026",-0.0264250090083735
"6317","B17018_027",-0.0264562322291451
"11973","B25007_010",-0.0265601275524879
"4644","B12002_033",-0.0267162927788963
"8084","B23008_022",-0.0268215494679999
"3022","B08134_048",-0.0268493002662109
"4615","B12002_004",-0.0270068979410189
"5112","B14003_022",-0.0270147311269674
"4344","B10052_004",-0.0270438540994206
"13206","B25117_005",-0.0270668851476882
"6743","B18102_039",-0.0270972911048844
"6408","B17022_012",-0.0271649266142933
"17","B01001_018",-0.0272322785142568
"660","B05003_016",-0.0272491489703723
"8701","B24042_053",-0.0272745615390972
"3105","B08136_003",-0.0273818724136991
"7994","B23006_018",-0.0273948826761047
"7925","B23001_150",-0.0274288698001934
"5022","B13016_005",-0.0274345042821667
"367","B04004_082",-0.0274884768778121
"5734","B16008_024",-0.0275358274534382
"6354","B17020_008",-0.0275662813084148
"6746","B18103_004",-0.0275815218064277
"8491","B24022_020",-0.0277642772411875
"15990","B27019_038",-0.0277642772411875
"2756","B08126_092",-0.0277642772411875
"2836","B08128_068",-0.0277642772411875
"12904","B25095_062",-0.0277642772411875
"12912","B25095_070",-0.0277642772411875
"12217","B25032_005",-0.0277692867189741
"1365","B06010_029",-0.027818829351696
"13337","B25121_086",-0.0278574461261066
"8629","B24041_007",-0.0279266147963662
"5045","B14002_003",-0.0279810802525179
"1317","B06009_010",-0.0280047592256034
"7608","B21001_031",-0.0280696082351138
"8138","B23010_008",-0.0280808510689416
"1571","B07008_012",-0.028096877542135
"1387","B06010_051",-0.0281801659238098
"5144","B14003_054",-0.028203017004732
"2904","B08132_033",-0.0282356567133903
"7377","B19325_067",-0.0283593410974069
"7797","B23001_022",-0.0283908939922834
"7445","B20001_035",-0.0284107869077952
"13578","B25125_019",-0.0284156568983649
"13753","B25127_082",-0.0284268447304089
"8780","B24092_006",-0.0284619839560317
"7610","B21001_033",-0.0284944102235689
"7685","B21100_006",-0.0285349519671411
"12349","B25044_006",-0.0285579678519912
"13567","B25125_008",-0.02866289868252
"4971","B13012_008",-0.0286643234693578
"6909","B18135_007",-0.0287094734863239
"11946","B25003_003",-0.02871646918878
"11975","B25007_012",-0.02871646918878
"11995","B25009_010",-0.02871646918878
"12029","B25011_026",-0.02871646918878
"12061","B25012_010",-0.02871646918878
"12074","B25013_007",-0.02871646918878
"12085","B25014_008",-0.02871646918878
"12104","B25015_015",-0.02871646918878
"12126","B25016_011",-0.02871646918878
"12154","B25020_012",-0.02871646918878
"12225","B25032_013",-0.02871646918878
"12269","B25036_013",-0.02871646918878
"12289","B25038_009",-0.02871646918878
"12320","B25042_009",-0.02871646918878
"12336","B25043_011",-0.02871646918878
"12352","B25044_009",-0.02871646918878
"12368","B25045_011",-0.02871646918878
"12386","B25049_005",-0.02871646918878
"12414","B25053_005",-0.02871646918878
"13068","B25106_024",-0.02871646918878
"13168","B25115_015",-0.02871646918878
"13192","B25116_013",-0.02871646918878
"13213","B25117_012",-0.02871646918878
"13235","B25118_014",-0.02871646918878
"13483","B25123_008",-0.02871646918878
"13525","B25124_038",-0.02871646918878
"13583","B25125_024",-0.02871646918878
"13639","B25126_036",-0.02871646918878
"13716","B25127_045",-0.02871646918878
"13781","B25128_024",-0.02871646918878
"13839","B25129_038",-0.02871646918878
"673","B05004_007",-0.0288663334171612
"1226","B06002_005",-0.0288663334171612
"8401","B24012_037",-0.02889164647412
"7318","B19325_008",-0.0288991193266849
"854","B05006_154",-0.0289194556581946
"13301","B25121_050",-0.0289242279520125
"6526","B17024_016",-0.0290056365399274
"12815","B25093_018",-0.0290646991922573
"2706","B08126_042",-0.0290682023761618
"7647","B21004_007",-0.0290936698350583
"6468","B17022_072",-0.0291152125579268
"12505","B25063_022",-0.0291170692707486
"7605","B21001_028",-0.0293215727799588
"12855","B25095_013",-0.029413814354752
"1240","B06003_015",-0.0294479334317653
"682","B05005_002",-0.0295256463256785
"5994","B17009_020",-0.0296709030527645
"5846","B17003_006",-0.0297993579088863
"5297","B15001_053",-0.0298540374533837
"6206","B17016_020",-0.029908754761995
"8744","B24082_015",-0.0299263653546455
"5743","B16008_033",-0.0299494822036824
"8740","B24082_011",-0.0299496419304679
"13435","B25122_079",-0.0299588279729186
"13600","B25125_041",-0.0301213132699167
"13042","B25104_014",-0.0301489214618223
"8060","B23007_056",-0.0303108518160669
"7006","B19037_042",-0.0303611874456579
"1323","B06009_016",-0.0303670496959691
"205","B02018_005",-0.0304521656101373
"555","B04006_056",-0.0304982463959669
"1210","B06001_048",-0.0305495414400949
"12741","B25087_012",-0.0305630807429498
"3004","B08134_030",-0.0305718115917475
"12625","B25074_031",-0.0306422328603057
"5421","B15011_037",-0.0306565376013158
"12072","B25013_005",-0.0306998364954926
"13572","B25125_013",-0.030716356947436
"12302","B25040_006",-0.0308476421995608
"13208","B25117_007",-0.0308476421995608
"49","B01002_002",-0.030852940177326
"668","B05004_002",-0.030852940177326
"7544","B20005_067",-0.0308532127779077
"12432","B25055_011",-0.0308708221822815
"886","B05007_025",-0.0308938774879989
"8123","B23009_035",-0.0308990686017961
"13240","B25118_019",-0.0309548727338631
"4171","B09001_006",-0.0309789355810356
"4404","B10058_008",-0.0309806574965865
"834","B05006_134",-0.0309845368354174
"8173","B23022_011",-0.0310621329199018
"584","B04006_085",-0.0310869979135577
"7214","B19131_054",-0.0310869979135577
"925","B05007_064",-0.0310869979135577
"1509","B07001_096",-0.0310869979135577
"370","B04004_085",-0.0310869979135577
"8671","B24042_023",-0.0311154716923966
"15901","B27010_055",-0.0311453780290382
"8738","B24082_009",-0.0311687257933787
"7352","B19325_042",-0.0311721538632445
"4306","B09021_021",-0.0312925382991646
"7607","B21001_030",-0.0313087100848915
"13704","B25127_033",-0.0313188739171854
"13505","B25124_018",-0.031323625639408
"2748","B08126_084",-0.0313370898216548
"8557","B24031_014",-0.0313949109573515
"6621","B17024_111",-0.0314315651991308
"6043","B17012_005",-0.0314397723190171
"12429","B25055_008",-0.0314858152964912
"12223","B25032_011",-0.0314910551804398
"8645","B24041_023",-0.0315109485770102
"4408","B10059_002",-0.0315744226791274
"1371","B06010_035",-0.0316222507768403
"2851","B08130_014",-0.0316851237293231
"13317","B25121_066",-0.0317317187525549
"1535","B07007_005",-0.0318224177499867
"572","B04006_073",-0.0320378426795886
"12475","B25061_016",-0.0320423075547694
"2705","B08126_041",-0.0320563096697428
"5675","B16005_034",-0.0320859440989534
"13137","B25112_006",-0.0320919083001649
"12132","B25016_017",-0.0321246519255826
"5662","B16005_021",-0.032183988456725
"8411","B24012_047",-0.032205305034523
"1645","B07010_016",-0.0322447882465624
"12163","B25020_021",-0.0322813826542584
"13128","B25111_007",-0.0323197624727035
"455","B04005_063",-0.0323319776036004
"5747","B16008_037",-0.0324293936135872
"5626","B16004_051",-0.0324691035815844
"15823","B27003_033",-0.0324694029862339
"5717","B16008_007",-0.0325131384866558
"6908","B18135_006",-0.0325461398735418
"12701","B25081_007",-0.0326001054990105
"1174","B06001_012",-0.0326692884609261
"619","B05001_006",-0.032758969694274
"639","B05002_021",-0.032758969694274
"7612","B21001_035",-0.0327696373956492
"1513","B07002_005",-0.032772872329108
"12129","B25016_014",-0.0327986792407953
"8627","B24041_005",-0.0328285964808107
"8741","B24082_012",-0.0328832215146934
"1717","B07012_018",-0.0329544521351163
"13871","B25129_070",-0.0330898421321183
"12099","B25015_010",-0.033231616758351
"12401","B25050_014",-0.0332544533415402
"4485","B11005_006",-0.0332828220057859
"5808","B16010_020",-0.0333409953316024
"3023","B08134_049",-0.0333555599564182
"13597","B25125_038",-0.0335002363389515
"1110","B05013_004",-0.0335037538950417
"6618","B17024_108",-0.0336185426335836
"1811","B07201_013",-0.0336320991773968
"5993","B17009_019",-0.0336695812164004
"2386","B08101_015",-0.0337203863739842
"12334","B25043_009",-0.0337372346290965
"4384","B10056_008",-0.0338108346121515
"7396","B19325_086",-0.033832931257224
"8035","B23007_031",-0.0338562275630701
"1105","B05011_011",-0.0338890637876911
"2138","B08006_016",-0.0339425587334985
"7228","B19131_068",-0.0341268302637678
"1725","B07013_003",-0.0341274240786257
"8772","B24091_006",-0.0341583946871029
"1289","B06008_011",-0.0341724456725569
"762","B05006_062",-0.0342258876731921
"6813","B18104_033",-0.0342914165133424
"1429","B07001_016",-0.0343149684108067
"3266","B08301_020",-0.0343722825885553
"1186","B06001_024",-0.0343928207670023
"1559","B07007_029",-0.0344316126945909
"6854","B18106_010",-0.034530593772879
"11986","B25008_003",-0.0345466074566879
"12185","B25026_009",-0.0345466074566879
"12242","B25033_008",-0.0345466074566879
"15797","B27003_007",-0.0346609749223152
"13400","B25122_044",-0.0346891744188539
"11958","B25006_004",-0.0347517813218387
"2919","B08132_048",-0.0347733196576426
"2831","B08128_063",-0.0347873298973484
"13555","B25124_068",-0.0348872479812827
"7365","B19325_055",-0.034901082023349
"13683","B25127_012",-0.0349751148454842
"13073","B25106_029",-0.0350085837332485
"13016","B25102_004",-0.0350790179596273
"6599","B17024_089",-0.0350804975022525
"12793","B25091_020",-0.035084796027929
"812","B05006_112",-0.0352284706966464
"7883","B23001_108",-0.0352332179094587
"8742","B24082_013",-0.0352658771896909
"2416","B08101_045",-0.0352765083100536
"16229","B99104_004",-0.0352768720667976
"12572","B25072_006",-0.0352862207669781
"7570","B20005_093",-0.0353512084227838
"13787","B25128_030",-0.0355132466926571
"7861","B23001_086",-0.0355132466926571
"13445","B25122_089",-0.0355132466926571
"7256","B19131_096",-0.0355260862526319
"906","B05007_045",-0.0355271806516733
"1592","B07008_033",-0.0356361255634719
"12190","B25026_014",-0.0356553950519293
"8350","B24011_021",-0.0356683673020973
"3200","B08202_004",-0.0358773154401786
"3236","B08203_019",-0.0358773154401786
"1330","B06009_023",-0.0359061021234063
"6739","B18102_035",-0.0359105721024938
"5392","B15011_008",-0.0359439200509438
"6067","B17012_029",-0.0359888685336861
"6505","B17023_029",-0.0359888685336861
"6600","B17024_090",-0.0361942649192213
"1459","B07001_046",-0.0362160065764408
"5364","B15003_004",-0.036318538077199
"3081","B08134_107",-0.0363772940364496
"5755","B16008_045",-0.0365234918104554
"360","B04004_075",-0.036580324820512
"13027","B25102_015",-0.0366476874609999
"6194","B17016_008",-0.0366751983465515
"13249","B25120_002",-0.0367977903127883
"687","B05005_007",-0.0368520472566042
"4362","B10054_002",-0.0369629665494734
"12330","B25043_005",-0.0369712101713371
"4225","B09018_004",-0.0369959695847565
"1304","B06008_026",-0.0370355610516726
"13806","B25129_005",-0.0371203762268093
"2522","B08113_056",-0.0372403784459955
"4582","B11016_006",-0.0373013944517273
"12260","B25036_004",-0.0373243213996949
"4352","B10053_002",-0.0373435799767097
"5885","B17005_005",-0.0374133692802534
"16268","B99171_005",-0.0375053492343933
"283","B03002_020",-0.0375128347121707
"820","B05006_120",-0.0375146686940361
"4363","B10054_003",-0.0375274381084445
"16270","B99171_007",-0.0375858300094394
"7962","B23003_015",-0.037614608256872
"3079","B08134_105",-0.0376517381439855
"12097","B25015_008",-0.0376964672165019
"2622","B08124_006",-0.0377771077059128
"8240","B23024_030",-0.0377814285541363
"12096","B25015_007",-0.0377938980584463
"13569","B25125_010",-0.0377938980584463
"13617","B25126_014",-0.0377938980584463
"13767","B25128_010",-0.0377938980584463
"12294","B25038_014",-0.0378579439380404
"13861","B25129_060",-0.0378579439380404
"402","B04005_010",-0.0378598731064319
"4662","B12002_051",-0.0379222183529847
"593","B04006_094",-0.0379679306940138
"12243","B25033_009",-0.0379956913419702
"13826","B25129_025",-0.0381345888665035
"12088","B25014_011",-0.0381868558094192
"2581","B08119_060",-0.038259133765633
"1721","B07012_022",-0.0383274033640591
"8726","B24081_005",-0.0384132093792783
"8712","B24080_011",-0.0384315244081129
"6359","B17020_013",-0.0384422639515655
"563","B04006_064",-0.0386800312857837
"4651","B12002_040",-0.0388062155169025
"5203","B14005_025",-0.0388572500126967
"1384","B06010_048",-0.0388694806538351
"6613","B17024_103",-0.0389214460778587
"12361","B25045_004",-0.0389289177959591
"16078","B28004_013",-0.0390019435910629
"8622","B24032_053",-0.0392131090651541
"5434","B15012_012",-0.0393158730547631
"12589","B25072_023",-0.0393701562520039
"12023","B25011_020",-0.0394553637792557
"686","B05005_006",-0.0395123844005586
"6473","B17022_077",-0.0398258305264679
"465","B04005_073",-0.0400488347369193
"5179","B14004_033",-0.040130040187915
"4346","B10052_006",-0.0403006803826398
"2857","B08130_020",-0.0403698020292911
"5589","B16004_014",-0.0403739331985444
"5698","B16007_006",-0.0403739331985444
"1581","B07008_022",-0.0403889057966403
"2777","B08128_009",-0.0404779596076033
"13115","B25109_006",-0.0405090958188044
"8338","B24011_009",-0.0405469507199484
"7688","B21100_009",-0.0405574023680211
"12344","B25043_019",-0.0406235748067228
"6670","B18101_004",-0.0407412671598251
"6893","B18107_017",-0.0409695657609464
"6596","B17024_086",-0.0410625403694931
"13191","B25116_012",-0.0411519060885702
"5823","B16010_035",-0.0413248122216195
"2805","B08128_037",-0.0413291586450286
"506","B04006_007",-0.041520317281943
"6835","B18105_023",-0.0415548057496498
"2158","B08006_036",-0.041603480056292
"8490","B24022_019",-0.0416466137907432
"5838","B16010_050",-0.0416646539546974
"6703","B18101_037",-0.0417790308481205
"6741","B18102_037",-0.0417790308481205
"6779","B18103_037",-0.0417790308481205
"15733","B27001_055",-0.0417790308481205
"15789","B27002_055",-0.0417790308481205
"15845","B27003_055",-0.0417790308481205
"1432","B07001_019",-0.0418911607482283
"570","B04006_071",-0.0419031451496103
"12565","B25070_009",-0.0419391009694547
"8028","B23007_024",-0.0419553504637894
"4399","B10058_003",-0.042006277991222
"1080","B05010_010",-0.0420156524723082
"1102","B05011_008",-0.0420247958678894
"12262","B25036_006",-0.0421373819174889
"903","B05007_042",-0.0421801190657855
"5011","B13015_008",-0.0422657402254822
"4500","B11006_003",-0.042280374884031
"16108","B28005_019",-0.0423373561954172
"15877","B27010_031",-0.0423806891404297
"6379","B17021_017",-0.0423991819973789
"7520","B20005_043",-0.0425717339752137
"1290","B06008_012",-0.042635576766607
"13570","B25125_011",-0.0426942008094869
"7421","B20001_011",-0.0427020702462765
"7970","B23003_023",-0.0427422173822038
"3090","B08134_116",-0.042842996449668
"2518","B08113_052",-0.0428889852040297
"1117","B05013_011",-0.0429482304357051
"12395","B25050_008",-0.0430120033166553
"479","B04005_087",-0.0430626180621274
"6442","B17022_046",-0.0431192249279218
"4988","B13014_011",-0.0431219777570894
"6140","B17014_034",-0.0431478411478921
"3010","B08134_036",-0.0431914639527029
"16047","B28001_009",-0.0432436360871211
"12890","B25095_048",-0.0432468098628258
"5887","B17005_007",-0.0434181725010357
"2906","B08132_035",-0.043524759661339
"1284","B06008_006",-0.0435586402312026
"1565","B07008_006",-0.0435586402312026
"2189","B08008_003",-0.0435800500767845
"2203","B08009_003",-0.0435800500767845
"2324","B08016_004",-0.0435800500767845
"11993","B25009_008",-0.0436059189326581
"8229","B23024_019",-0.0436474309475389
"8231","B23024_021",-0.0436474309475389
"6474","B17022_078",-0.043651978412685
"4705","B12002_094",-0.0437252354292575
"13125","B25111_004",-0.0437989908322813
"6673","B18101_007",-0.0438049537358956
"4672","B12002_061",-0.0438505442625912
"12924","B25096_010",-0.0438655953047668
"7521","B20005_044",-0.0439116181987355
"2952","B08132_081",-0.0439404771917258
"1614","B07009_020",-0.0441435009885323
"7003","B19037_039",-0.0441487295387401
"5631","B16004_056",-0.0441761604968885
"1530","B07003_017",-0.0441838288171721
"8688","B24042_040",-0.044261418690469
"5612","B16004_037",-0.044322655809394
"863","B05007_002",-0.0443615521953696
"12450","B25056_017",-0.0443918479090523
"11982","B25007_019",-0.0444091368636143
"832","B05006_132",-0.0444813282975804
"6708","B18102_004",-0.0445122486545048
"730","B05006_030",-0.0445177161299791
"15831","B27003_041",-0.0445767871913211
"740","B05006_040",-0.0445775719963031
"6493","B17023_017",-0.0447148398905105
"388","B04004_103",-0.0447978186758093
"12751","B25087_022",-0.0448385154043884
"581","B04006_082",-0.0450123544696671
"5371","B15003_011",-0.0450322553724565
"12665","B25075_008",-0.0450788656930153
"16117","B28006_010",-0.0451590733718092
"12519","B25067_003",-0.0454067111223191
"1332","B06009_025",-0.0454207661256727
"6105","B17013_033",-0.0455027115321571
"12681","B25075_024",-0.0456274891147087
"4353","B10053_003",-0.0456344113619452
"4750","B12002_139",-0.0457470212115695
"7227","B19131_067",-0.0457810256827206
"2557","B08119_036",-0.0458383839446933
"651","B05003_007",-0.0458894492131016
"5897","B17005_017",-0.0459316796274844
"13665","B25126_062",-0.0460533431960254
"1033","B05008_067",-0.0460857497282982
"5348","B15002_022",-0.0461205477676583
"8085","B23008_023",-0.0461518056631167
"16276","B99171_013",-0.0462088139892258
"12847","B25095_005",-0.0462653641083332
"4922","B13002_019",-0.0463256229093978
"3030","B08134_056",-0.0466052845671779
"796","B05006_096",-0.0466838800945571
"184","B02017_037",-0.0467480392362967
"12094","B25015_005",-0.0467684193257586
"13674","B25127_003",-0.0468192253565083
"4832","B12006_035",-0.046972488676359
"8683","B24042_035",-0.0470679427476987
"13452","B25122_096",-0.0470732320744176
"1464","B07001_051",-0.0471047476466111
"12202","B25027_012",-0.047139259973313
"742","B05006_042",-0.0472424868538715
"7679","B21005_033",-0.0472541389710347
"2225","B08011_011",-0.0474072476741141
"2882","B08132_011",-0.0474072476741141
"3277","B08302_011",-0.0474072476741141
"55","B02001_006",-0.0475661235432138
"270","B03002_007",-0.0475661235432138
"6924","B18135_022",-0.0475772851466588
"7367","B19325_057",-0.0475914770880958
"5242","B14007_016",-0.0476297130036673
"1122","B05013_016",-0.0476847057829667
"997","B05008_031",-0.0477034386392229
"13626","B25126_023",-0.0477485502717635
"8339","B24011_010",-0.0477590760917027
"2133","B08006_011",-0.0477962404837367
"3259","B08301_013",-0.0477962404837367
"13703","B25127_032",-0.0478041960885891
"13302","B25121_051",-0.0478148266396214
"5390","B15011_006",-0.0478323064948641
"13352","B25121_101",-0.0478483545807551
"12253","B25034_007",-0.0478733301183332
"8450","B24021_014",-0.0478883230300977
"4664","B12002_053",-0.0479225791547672
"8349","B24011_020",-0.0479260959321367
"8789","B24092_015",-0.0479386158699258
"16236","B99122_003",-0.0480089674902465
"12613","B25074_019",-0.048078189450014
"13391","B25122_035",-0.048078189450014
"5594","B16004_019",-0.0480869954889233
"5699","B16007_007",-0.0480869954889233
"15734","B27001_056",-0.0481312643476241
"15846","B27003_056",-0.0481677960806295
"5796","B16010_008",-0.0484756314237385
"4718","B12002_107",-0.0485357376903189
"4241","B09019_013",-0.0486743355642242
"13214","B25117_013",-0.0486914535756891
"7107","B19125_003",-0.0487208088810321
"15872","B27010_026",-0.0487532656304882
"8682","B24042_034",-0.0487858365011755
"8687","B24042_039",-0.0487858365011755
"76","B02014_018",-0.0487858365011755
"8603","B24032_034",-0.0487858365011755
"2973","B08133_013",-0.0487858365011755
"2504","B08113_038",-0.0488894662882318
"431","B04005_039",-0.048928745737814
"8291","B23026_045",-0.0489385226343082
"1138","B05013_032",-0.0489980315561529
"13535","B25124_048",-0.0489997906171362
"5025","B13016_008",-0.0490073008795317
"192","B02017_045",-0.0490631429698925
"4184","B09002_010",-0.0491005802335671
"7531","B20005_054",-0.049101704326712
"341","B04004_056",-0.0492364111066322
"2135","B08006_013",-0.0492364111066322
"2169","B08006_047",-0.0492364111066322
"3065","B08134_091",-0.0492364111066322
"3066","B08134_092",-0.0492364111066322
"3261","B08301_015",-0.0492364111066322
"13257","B25121_006",-0.0492364111066322
"5583","B16004_008",-0.0492364111066322
"5735","B16008_025",-0.0492364111066322
"16076","B28004_011",-0.0492364111066322
"7090","B19101_016",-0.0493208885986103
"5749","B16008_039",-0.0493389148166483
"13241","B25118_020",-0.0494960809146854
"2235","B08011_021",-0.0495117266873026
"2722","B08126_058",-0.0499233445195066
"3148","B08141_015",-0.0499515975054141
"4763","B12002_152",-0.0500011806458169
"1722","B07012_023",-0.0501632366650315
"16274","B99171_011",-0.0502015751845982
"2452","B08111_020",-0.050262978934483
"8435","B24012_071",-0.0502840384108939
"8298","B23027_004",-0.050287314926972
"6811","B18104_031",-0.050333136200171
"6843","B18105_031",-0.050333136200171
"6875","B18106_031",-0.050333136200171
"6937","B18140_002",-0.0503358315942687
"6895","B18107_019",-0.0503770864952392
"13695","B25127_024",-0.0503973024798891
"637","B05002_019",-0.0504070420191282
"7996","B23006_020",-0.0504619230914086
"5733","B16008_023",-0.0504740221248824
"1849","B07204_015",-0.0505028121212335
"16069","B28004_004",-0.0505948774905522
"12826","B25093_029",-0.0507248448970686
"2901","B08132_030",-0.0508139199255366
"8636","B24041_014",-0.0508463824031177
"12039","B25011_036",-0.0508516748471646
"7401","B19325_091",-0.0510416213630831
"5336","B15002_010",-0.0510581581911969
"13371","B25122_015",-0.051084831989657
"7834","B23001_059",-0.0512227186794606
"7122","B19128_006",-0.0512605724865077
"13466","B25122_110",-0.0512646252059381
"13542","B25124_055",-0.0513306935929701
"13621","B25126_018",-0.0513534720833323
"7899","B23001_124",-0.0513671761140504
"1403","B06012_009",-0.0515750260823499
"7933","B23001_158",-0.0515759647475216
"5574","B16003_010",-0.0515961875439501
"12445","B25056_012",-0.0516006394908763
"12350","B25044_007",-0.0516018137087946
"2378","B08101_007",-0.0517916072115687
"8514","B24022_043",-0.0518356588362935
"15936","B27015_009",-0.0518707206826327
"2827","B08128_059",-0.0519793819892804
"7007","B19037_043",-0.0519823208134264
"4242","B09019_014",-0.0520251893203032
"5903","B17005_023",-0.0520598973051106
"4665","B12002_054",-0.0521222869328461
"16094","B28005_005",-0.0525832878936708
"6262","B17017_030",-0.0525919269715971
"792","B05006_092",-0.0526285226592159
"12962","B25100_006",-0.0526418050575003
"814","B05006_114",-0.0526753657618031
"12287","B25038_007",-0.0528325790591823
"13825","B25129_024",-0.0528325790591823
"6089","B17013_017",-0.0528346486097417
"2730","B08126_066",-0.0528785010365802
"138","B02016_002",-0.0529530181848396
"13615","B25126_012",-0.0529609875067799
"13702","B25127_031",-0.0530160587211195
"7374","B19325_064",-0.053024984163707
"8057","B23007_053",-0.0530290889429282
"16068","B28004_003",-0.0530959233702518
"5944","B17007_014",-0.0531415482472788
"7215","B19131_055",-0.0531415482472788
"8580","B24032_011",-0.0531415482472788
"8659","B24042_011",-0.0531415482472788
"324","B04004_039",-0.0531415482472788
"473","B04005_081",-0.0531415482472788
"580","B04006_081",-0.0531415482472788
"5934","B17007_004",-0.0531415482472788
"12399","B25050_012",-0.0531474782191722
"12810","B25093_013",-0.0532684746149635
"5595","B16004_020",-0.0532762575668676
"4328","B10050_007",-0.0533741643665391
"6246","B17017_014",-0.053387725092535
"4412","B10059_006",-0.0534746107655508
"1557","B07007_027",-0.0535149723336224
"15978","B27019_026",-0.0536087061122972
"12668","B25075_011",-0.0537389118798773
"12172","B25024_006",-0.0537891040382271
"8446","B24021_010",-0.0538106364532874
"6825","B18105_013",-0.05389408974105
"5020","B13016_003",-0.0540565908581218
"2159","B08006_037",-0.0542680046431114
"12494","B25063_011",-0.0542791450545096
"12145","B25020_003",-0.0543005166707803
"635","B05002_017",-0.0544956434747804
"6966","B19037_002",-0.0545323674191164
"13367","B25122_011",-0.0546051038415269
"13519","B25124_032",-0.0546616757279406
"8728","B24081_007",-0.0546988684604928
"1502","B07001_089",-0.0548004804378552
"16226","B99103_003",-0.0548068673781771
"13250","B25120_003",-0.0548205687043293
"274","B03002_011",-0.054861714553488
"13620","B25126_017",-0.0551547395968314
"16315","B99191_006.x",-0.0551887425816502
"16396","B99191_006.y",-0.0551887425816502
"8623","B24032_054",-0.0552117114894331
"12112","B25015_023",-0.0552319829418204
"12873","B25095_031",-0.055535653031128
"13189","B25116_010",-0.055564593920218
"2810","B08128_042",-0.0556013841586284
"4358","B10053_008",-0.055732513439722
"13202","B25116_023",-0.0557901175875321
"1431","B07001_018",-0.0557986193379979
"7274","B19201_008",-0.0558285750737417
"2493","B08113_027",-0.0558307752010841
"1111","B05013_005",-0.055867755144081
"4689","B12002_078",-0.0558915863021304
"12230","B25032_018",-0.0558950014290781
"4560","B11011_019",-0.0559466503797637
"13034","B25104_006",-0.0560658574172076
"8684","B24042_036",-0.0560687986134317
"5329","B15002_003",-0.0560774408091716
"1410","B06012_016",-0.0560831556972541
"7356","B19325_046",-0.056127270991146
"12524","B25068_006",-0.056138840464848
"8361","B24011_032",-0.0561408132547951
"5620","B16004_045",-0.0561647888067602
"13783","B25128_026",-0.0562025777824594
"4370","B10054_010",-0.0562621992558899
"6624","B17024_114",-0.0563646786237634
"2494","B08113_028",-0.0564263366589316
