"","census_tract","corr"
"1616","B07009_022",0.10215376955483
"2893","B08132_022",0.102053478474057
"4239","B09019_011",0.102022796909611
"5726","B16008_016",0.101951217898189
"12479","B25061_020",0.101932923169256
"624","B05002_006",0.101576612360829
"2574","B08119_053",0.101520047612902
"16288","B99172_011",0.101468703679909
"4308","B09021_023",0.101277158282776
"4340","B10051_010",0.101195617497225
"7585","B21001_008",0.101074980688523
"5614","B16004_039",0.101035330199862
"7857","B23001_082",0.100885353437115
"2688","B08126_024",0.10070138095496
"64","B02014_006",0.100423251598938
"12348","B25044_005",0.100355632070071
"13451","B25122_095",0.100348771404344
"12754","B25087_025",0.100344038342376
"2867","B08130_030",0.100321199028218
"2436","B08111_004",0.100220566609037
"2440","B08111_008",0.100205347531011
"12157","B25020_015",0.100119084880452
"336","B04004_051",0.0999668684072423
"3190","B08201_023",0.0999629939825652
"5835","B16010_047",0.0999148910712148
"349","B04004_064",0.099699087590037
"308","B04004_023",0.0996787617340836
"7210","B19131_050",0.0995933724292453
"4730","B12002_119",0.0995094126069139
"7169","B19131_009",0.0995058536334474
"7757","B22007_032",0.0994547307296222
"8415","B24012_051",0.0993908419642783
"153","B02017_006",0.0992979800025121
"6570","B17024_060",0.0992675501115452
"12929","B25096_015",0.0991980099550546
"8014","B23007_010",0.099130161370292
"12974","B25101_006",0.0991216844748264
"2459","B08111_027",0.0990739256318314
"4624","B12002_013",0.0990526501484237
"4682","B12002_071",0.099043261842661
"468","B04005_076",0.099043261842661
"437","B04005_045",0.099043261842661
"13568","B25125_009",0.099043261842661
"8263","B23026_017",0.0990263255416312
"8468","B24021_032",0.0990056017202365
"1217","B06001_055",0.0989578061891836
"1439","B07001_026",0.0988934423839128
"8504","B24022_033",0.0988929420160423
"12865","B25095_023",0.0988806862450611
"7065","B19080_005",0.0987867644725689
"4714","B12002_103",0.0987156047894922
"7036","B19049_004",0.0987073614113341
"13270","B25121_019",0.0986958873807265
"12268","B25036_012",0.0986839233358785
"13709","B25127_038",0.0986839233358785
"12772","B25089_003",0.0986090604236421
"7230","B19131_070",0.0985925982213893
"4402","B10058_006",0.0984836560837988
"6049","B17012_011",0.0984663086766627
"7642","B21004_002",0.0984652341964985
"7212","B19131_052",0.0984172497308812
"7369","B19325_059",0.0983287098776214
"8575","B24032_006",0.0983232846066465
"13563","B25125_004",0.09831509659538
"11949","B25004_004",0.0983127878444904
"6038","B17011_004",0.0982816304120963
"1113","B05013_007",0.0982164429918008
"1379","B06010_043",0.0981900250870968
"2797","B08128_029",0.0981804721116432
"7071","B19082_002",0.0980479612387449
"7643","B21004_003",0.0980416382330011
"1428","B07001_015",0.0980069197348975
"6705","B18101_039",0.0979594078781054
"7066","B19081_002",0.0977845916661231
"7914","B23001_139",0.0977362981394624
"7916","B23001_141",0.0977362981394624
"2850","B08130_013",0.0976776312534242
"5311","B15001_067",0.0974972281966392
"7963","B23003_016",0.0974109692713215
"7428","B20001_018",0.0973253787634782
"2728","B08126_064",0.0973148058708214
"2655","B08124_039",0.0973015796500435
"7086","B19101_012",0.097288360666589
"8481","B24022_010",0.0972778115202858
"803","B05006_103",0.0972778115202858
"924","B05007_063",0.0972778115202858
"989","B05008_023",0.0972778115202858
"8374","B24012_010",0.0972778115202858
"12646","B25074_052",0.0972778115202858
"7017","B19037_053",0.0972551978025251
"8447","B24021_011",0.0972413982320055
"2126","B08006_004",0.0971324566957484
"2388","B08101_017",0.0971324566957484
"2443","B08111_011",0.0971324566957484
"2483","B08113_017",0.0971324566957484
"2540","B08119_019",0.0971324566957484
"2631","B08124_015",0.0971324566957484
"2695","B08126_031",0.0971324566957484
"2789","B08128_021",0.0971324566957484
"2848","B08130_011",0.0971324566957484
"3250","B08301_004",0.0971324566957484
"4525","B11009_004",0.0970807740388269
"7464","B20004_004",0.0970245075121237
"12961","B25100_005",0.0970001506174269
"386","B04004_101",0.0969857386473669
"16224","B99102_003",0.0969442304715979
"16015","B27022_005",0.0967304449788389
"6117","B17014_011",0.0967203868749649
"12007","B25011_004",0.0967142053657295
"13157","B25115_004",0.0967142053657295
"1470","B07001_057",0.0966721530283305
"12278","B25036_022",0.0965878381142919
"2326","B08016_006",0.0964028264582134
"4703","B12002_092",0.096210465730899
"2636","B08124_020",0.0959155584935804
"8438","B24021_002",0.095877103541057
"7889","B23001_114",0.0958135054155922
"1366","B06010_030",0.0957662590127034
"2304","B08014_006",0.0957598751793445
"1475","B07001_062",0.0957415389765862
"13419","B25122_063",0.0957070730387997
"12335","B25043_010",0.0956990900427465
"1306","B06008_028",0.0956896597952495
"2704","B08126_040",0.0956328613656566
"7763","B22007_038",0.0955588893329323
"5200","B14005_022",0.0954668256167241
"950","B05007_089",0.095405939221828
"12246","B25033_012",0.0953862947675934
"2902","B08132_031",0.0953781692581144
"3005","B08134_031",0.0953781692581144
"5935","B17007_005",0.0952699811110919
"6076","B17013_004",0.0952129910574283
"12153","B25020_011",0.0951808128261687
"6197","B17016_011",0.0951720996938359
"16222","B99092_003",0.0950346698409675
"12234","B25032_022",0.0949299601018651
"4386","B10056_010",0.0948202443916126
"12309","B25041_004",0.0947192939275552
"5782","B16009_020",0.0946562650357985
"4315","B10001_003",0.0946388902715707
"207","B02018_007",0.0945743808763575
"4947","B13010_002",0.0945547172699849
"7254","B19131_094",0.0945530339816121
"6470","B17022_074",0.0944479822919212
"4575","B11014_011",0.0944384653958783
"15841","B27003_051",0.0943513003360299
"2750","B08126_086",0.0942146620188062
"1466","B07001_053",0.0941366695947254
"5167","B14004_021",0.0940790057788733
"828","B05006_128",0.0940694487953566
"13309","B25121_058",0.094058048656768
"16143","B28007_018",0.0940236195485818
"1010","B05008_044",0.0939538953840363
"6136","B17014_030",0.0939154274949066
"7324","B19325_014",0.0939125034529043
"6453","B17022_057",0.0938940325505911
"6940","B18140_005",0.09373524078907
"7885","B23001_110",0.0936675204594262
"5628","B16004_053",0.0935665142372307
"5709","B16007_017",0.0935665142372307
"12674","B25075_017",0.0935115920850599
"8743","B24082_014",0.0934206908250587
"6572","B17024_062",0.093390283281304
"3213","B08202_017",0.0932369097848694
"6403","B17022_007",0.0931859558286724
"3114","B08136_012",0.0931848955357436
"5570","B16003_006",0.0931593378975919
"4746","B12002_135",0.0930625830398084
"4514","B11007_003",0.0929538906090859
"1248","B06007_009",0.0929081553368738
"12529","B25068_011",0.09276121071777
"13637","B25126_034",0.092676893735088
"6864","B18106_020",0.0926406510975829
"879","B05007_018",0.092607352580861
"2908","B08132_037",0.0925742399949748
"5387","B15011_003",0.0923984137601852
"7257","B19131_097",0.0923925005243697
"224","B02018_024",0.092312440090096
"6404","B17022_008",0.0923110869866718
"13420","B25122_064",0.0923010815540517
"6329","B17019_005",0.0922706661531987
"5281","B15001_037",0.0922075584737557
"6190","B17016_004",0.0921705271918062
"5039","B14001_006",0.0921594415254916
"13863","B25129_062",0.0921218777439034
"8771","B24091_005",0.0920496474835008
"5964","B17007_034",0.0920262017556691
"8658","B24042_010",0.092012854566889
"12628","B25074_034",0.0919405312116626
"8782","B24092_008",0.091828913741631
"1380","B06010_044",0.0918175153789199
"1507","B07001_094",0.0917294753342464
"7345","B19325_035",0.0916207663485383
"5852","B17003_012",0.0915755303110492
"13465","B25122_109",0.0914983834118547
"12860","B25095_018",0.0914837557241885
"119","B02015_007",0.0913350730860598
"1016","B05008_050",0.0912333224180971
"4261","B09019_033",0.0912120582251354
"12789","B25091_016",0.0912077433616792
"6002","B17010_008",0.0911426105296092
"6042","B17012_004",0.0911426105296092
"13812","B25129_011",0.0909802457576269
"6929","B18135_027",0.0908452314783661
"8552","B24031_009",0.0908341710877398
"12971","B25101_003",0.0907010089437317
"38","B01001_039",0.0906798153199347
"1059","B05009_025",0.090631879468873
"4776","B12002_165",0.0905596130862182
"1736","B07013_014",0.0905320881365499
"16171","B99011_002",0.0905218179092321
"15725","B27001_047",0.0904634673835072
"7938","B23001_163",0.0904624310603487
"5367","B15003_007",0.0903575714811058
"5332","B15002_006",0.0902039956801383
"7217","B19131_057",0.0901615298274444
"13614","B25126_011",0.0899494358378361
"2849","B08130_012",0.0899369444054915
"904","B05007_043",0.0899024000722891
"707","B05006_007",0.0898895321535025
"7516","B20005_039",0.0898113761845894
"325","B04004_040",0.089809015951147
"13112","B25109_003",0.0897378200612215
"1390","B06010_054",0.0896666857269847
"5610","B16004_035",0.0895668747833788
"8397","B24012_033",0.0895575414987502
"1095","B05010_025",0.0895556366358346
"12935","B25096_021",0.0895543887769233
"2144","B08006_022",0.0895501883922928
"2376","B08101_005",0.0893770647226046
"2822","B08128_054",0.0893487222915504
"898","B05007_037",0.0893364520943865
"430","B04005_038",0.0893081789132122
"12322","B25042_011",0.0893000310925078
"12146","B25020_004",0.0892287676689277
"6971","B19037_007",0.0892171773278245
"2912","B08132_041",0.0891886181436563
"5576","B16003_012",0.089044708155195
"13763","B25128_006",0.0889738585531442
"1075","B05010_005",0.0889393457883108
"12797","B25092_002",0.0888593848687989
"2746","B08126_082",0.0887896979860903
"4698","B12002_087",0.0887830486148144
"2423","B08101_052",0.0887323269497385
"957","B05007_096",0.0887078380132589
"656","B05003_012",0.0886028872117103
"12537","B25068_019",0.0885659459906065
"4535","B11010_008",0.0885323708057494
"13633","B25126_030",0.0885017009405782
"13061","B25106_017",0.0883999379040902
"7104","B19122_004",0.0882946405858861
"1233","B06003_008",0.0882215766425563
"12933","B25096_019",0.0881956591218905
"13063","B25106_019",0.088177430185288
"4545","B11011_004",0.0881670465187839
"2784","B08128_016",0.0881659651128233
"12365","B25045_008",0.088140908858912
"6127","B17014_021",0.0881052238038826
"1181","B06001_019",0.0881017078467966
"19","B01001_020",0.0880385442126353
"7845","B23001_070",0.0880255277641883
"13049","B25106_005",0.0880105395742496
"963","B05007_102",0.087981880396755
"6998","B19037_034",0.0878856822453003
"12093","B25015_004",0.0878535482978989
"4532","B11010_005",0.0878093192672072
"4396","B10057_010",0.0877962577599063
"1269","B06007_030",0.0877861855897162
"8364","B24011_035",0.087774328174081
"13577","B25125_018",0.0876724954831586
"7659","B21005_013",0.087604924606176
"12984","B25101_016",0.0875670520553657
"7530","B20005_053",0.0874964848105498
"4382","B10056_006",0.0874899214386223
"12358","B25044_015",0.0873429588484876
"6898","B18107_022",0.087311183816371
"6357","B17020_011",0.0872808861256777
"5689","B16006_004",0.0872038411408687
"7665","B21005_019",0.0871986389923021
"6583","B17024_073",0.0871921592869938
"12319","B25042_008",0.0871446164182801
"4851","B12006_054",0.0871269444972217
"2861","B08130_024",0.087029889114614
"7179","B19131_019",0.0869945620320202
"7477","B20004_017",0.0868976226509137
"5388","B15011_004",0.0868168865279135
"13064","B25106_020",0.0867975476892728
"7820","B23001_045",0.0866675332427971
"15947","B27015_020",0.0866530671337209
"13065","B25106_021",0.0866010062087038
"2242","B08011_028",0.0865172450940523
"1277","B06007_038",0.086461072971682
"12893","B25095_051",0.0864523350606029
"12207","B25027_017",0.0864516005052202
"517","B04006_018",0.0862812716831306
"13323","B25121_072",0.0862275880674359
"2792","B08128_024",0.0862175206318136
"4558","B11011_017",0.0862154087921414
"7342","B19325_032",0.0861841626240267
"12457","B25056_024",0.0861489299418211
"1421","B07001_008",0.0860173563697675
"12530","B25068_012",0.0859718038336915
"5759","B16008_049",0.0858330994292553
"5325","B15001_081",0.0857588890547881
"11950","B25004_005",0.085639015985712
"2571","B08119_050",0.0856278594731799
"7739","B22007_014",0.085595433983041
"5999","B17010_005",0.0855629096219127
"7085","B19101_011",0.0855268819210382
"13647","B25126_044",0.0855017592957339
"7183","B19131_023",0.0854809110472737
"12980","B25101_012",0.0854426883383304
"2815","B08128_047",0.0852979928711283
"7821","B23001_046",0.0852128324378274
"7823","B23001_048",0.0852128324378274
"979","B05008_013",0.0851538560902438
"1126","B05013_020",0.0851302049260552
"13413","B25122_057",0.0851074875189641
"7563","B20005_086",0.0848781215929558
"12474","B25061_015",0.0848255538399953
"12283","B25038_003",0.0848030858090547
"8305","B23027_011",0.084779376895429
"2598","B08122_009",0.0847324792092891
"6962","B19019_005",0.0846720417471132
"13372","B25122_016",0.0846403937529671
"12318","B25042_007",0.084574722566021
"12092","B25015_003",0.0845511976060533
"13562","B25125_003",0.0845511976060533
"13606","B25126_003",0.0845511976060533
"13760","B25128_003",0.0845511976060533
"12763","B25087_034",0.0845385206563723
"4699","B12002_088",0.0844862068441198
"881","B05007_020",0.0843965304866968
"4388","B10057_002",0.0843943320190384
"6975","B19037_011",0.0843835392822356
"4577","B11015_003",0.0843831734508017
"4601","B12001_008",0.0842877969122216
"4661","B12002_050",0.0842877969122216
"12570","B25072_004",0.0842416016630945
"5178","B14004_032",0.0842257070513272
"8005","B23006_029",0.0841488083577704
"5857","B17003_017",0.0841275858722888
"7926","B23001_151",0.084072241538675
"8022","B23007_018",0.0839868850034426
"13143","B25113_002",0.0839737140677907
"8256","B23026_010",0.0838408428137074
"7734","B22007_009",0.0838243702952037
"13421","B25122_065",0.0837007305645681
"321","B04004_036",0.0836808435914156
"1156","B05014_012",0.0836804046259208
"1615","B07009_021",0.08366370969055
"15883","B27010_037",0.0835548260799125
"7937","B23001_162",0.0834361974871936
"544","B04006_045",0.0834035685492047
"2716","B08126_052",0.0833932979684191
"2414","B08101_043",0.083329824626812
"1540","B07007_010",0.0832338617436093
"5406","B15011_022",0.0832078681190874
"8174","B23022_012",0.0831491726490784
"4355","B10053_005",0.0830939738841518
"1200","B06001_038",0.0830726564109036
"12179","B25026_003",0.0829916200371149
"12256","B25034_010",0.0829586772415858
"5425","B15012_003",0.0829023071497445
"13746","B25127_075",0.0828608246236788
"5409","B15011_025",0.0828347458692231
"1245","B06007_006",0.0827931064407043
"8414","B24012_050",0.082758704969405
"8019","B23007_015",0.0827311298606523
"377","B04004_092",0.0826863733533596
"6568","B17024_058",0.0826209966271741
"5637","B16004_062",0.0825821586277085
"13172","B25115_019",0.0824942265351283
"453","B04005_061",0.0824879497570533
"12513","B25066_004",0.0823146016322998
"13059","B25106_015",0.0817868746866225
"13231","B25118_010",0.0817868746866225
"745","B05006_045",0.0817555133407766
"5252","B15001_008",0.0817266500987502
"621","B05002_003",0.0816168913986237
"1175","B06001_013",0.0816168913986237
"1229","B06003_004",0.0816168913986237
"12908","B25095_066",0.0815704215768615
"5103","B14003_013",0.0814971041734327
"13130","B25111_009",0.0814648482824475
"12392","B25050_005",0.0814453659980986
"13306","B25121_055",0.0813868710612272
"752","B05006_052",0.0813839819896109
"2988","B08134_014",0.0813756996197375
"510","B04006_011",0.0813393562346606
"5062","B14002_020",0.0810727282507457
"7201","B19131_041",0.0810655626224082
"1569","B07008_010",0.0810295450358868
"543","B04006_044",0.0809225448753023
"7372","B19325_062",0.080897986941597
"15857","B27010_011",0.0807921824627752
"5781","B16009_019",0.0807044658714687
"4621","B12002_010",0.0806017294533608
"13183","B25116_004",0.0805534052509662
"776","B05006_076",0.0805308806342993
"12212","B25031_006",0.0804147121605502
"6546","B17024_036",0.08039728180003
"7051","B19055_003",0.0803945461588141
"5776","B16009_014",0.0802446033116602
"12691","B25080_004",0.0801406323420036
"1009","B05008_043",0.0800998473473842
"5096","B14003_006",0.080063668085425
"4552","B11011_011",0.080032098050417
"15778","B27002_044",0.0800244805782731
"7346","B19325_036",0.0800020215695401
"5962","B17007_032",0.0799683919968687
"12329","B25043_004",0.0796895020678396
"13227","B25118_006",0.0796453779158364
"13735","B25127_064",0.0795663819844861
"5267","B15001_023",0.0795276451027236
"8280","B23026_034",0.0795259217824848
"12409","B25052_002",0.0794751932122552
"1314","B06009_007",0.0794254384883522
"6961","B19019_004",0.0793906778392361
"7728","B22007_003",0.0793793267862156
"6549","B17024_039",0.0793764216335271
"13449","B25122_093",0.079374519605091
"3120","B08137_007",0.0791051957470797
"3144","B08141_011",0.0791051957470797
"15865","B27010_019",0.0790744430000633
"4517","B11007_006",0.0790255672930316
"5408","B15011_024",0.0790190824667283
"8316","B23027_022",0.0789852219409697
"2575","B08119_054",0.0789754535073293
"8562","B24031_019",0.0789218457867193
"7296","B19215_014",0.0788999761825275
"12184","B25026_008",0.0788639286466593
"3080","B08134_106",0.0788394105426778
"13641","B25126_038",0.0787994787621783
"4226","B09018_005",0.0787533000278695
"13512","B25124_025",0.078683053050664
"316","B04004_031",0.0786735693986182
"2546","B08119_025",0.0786317346656207
"1669","B07010_040",0.0786094208027398
"671","B05004_005",0.0784022052927901
"12086","B25014_009",0.0783947051998534
"2484","B08113_018",0.0783765570714241
"12381","B25048_002",0.0782428053401404
"12389","B25050_002",0.0782428053401404
"5184","B14005_006",0.0781128338370785
"8774","B24091_008",0.0780584314129859
"2377","B08101_006",0.0780477137993689
"16029","B27023_005",0.0779845228810571
"5131","B14003_041",0.0778328060928257
"8252","B23026_006",0.0778208326003613
"6577","B17024_067",0.0777831198620935
"15806","B27003_016",0.0777706689082534
"12995","B25101_027",0.0777330092939643
"4501","B11006_004",0.0776919808808828
"16001","B27020_007",0.0776879749438835
"6957","B19001_016",0.0776648945036017
"6964","B19019_007",0.077654508931053
"8510","B24022_039",0.0776403322176641
"7191","B19131_031",0.0776350576002452
"2512","B08113_046",0.0776236493122662
"12193","B25027_003",0.0775931873473426
"6193","B17016_007",0.0775616386159456
"13770","B25128_013",0.0775322219860334
"12056","B25012_005",0.0774833538223657
"867","B05007_006",0.0774773036254392
"5417","B15011_033",0.0774745895246544
"2177","B08007_005",0.0774682243365746
"2842","B08130_005",0.0774682243365746
"5223","B14006_017",0.0773308734427638
"12263","B25036_007",0.0773222107641027
"2749","B08126_085",0.0772629967173415
"11967","B25007_004",0.0772485641083211
"1206","B06001_044",0.0772147567637806
"12734","B25087_005",0.0772051600173417
"2914","B08132_043",0.0771982315567321
"5826","B16010_038",0.0771833171954716
"5361","B15002_035",0.0771768071766448
"7565","B20005_088",0.0770519750688696
"6942","B18140_007",0.0768050862016058
"13075","B25106_031",0.0767976033098973
"428","B04005_036",0.0767882580011379
"5191","B14005_013",0.0766021619716417
"3234","B08203_017",0.0765651337373953
"6867","B18106_023",0.0764666093077813
"12527","B25068_009",0.0764376290603149
"947","B05007_086",0.0763682215261021
"7208","B19131_048",0.0762341093656509
"6440","B17022_044",0.0762261590119239
"8559","B24031_016",0.076220946022015
"5899","B17005_019",0.0760929599159774
"12004","B25010_003",0.0760439748491784
"5265","B15001_021",0.0760012485862664
"1343","B06010_007",0.0759645593547061
"1636","B07010_007",0.0759645593547061
"2221","B08011_007",0.0759330036929476
"2878","B08132_007",0.0759330036929476
"3273","B08302_007",0.0759330036929476
"6594","B17024_084",0.0758043961334526
"700","B05005_020",0.0757062626956145
"6085","B17013_013",0.0756773148641774
"4670","B12002_059",0.075346684994244
"12663","B25075_006",0.0750654449511242
"2391","B08101_020",0.0749795216328811
"12176","B25024_010",0.074947044937541
"4563","B11013_004",0.0748795648314953
"7337","B19325_027",0.0748593378142209
"703","B05006_003",0.0748519773304029
"6000","B17010_006",0.0747833073803576
"5587","B16004_012",0.0747555022377756
"6328","B17019_004",0.0744814462694709
"5878","B17004_016",0.0744088472197328
"8754","B24090_008",0.0742972173809671
"1386","B06010_050",0.0741801497198159
"6622","B17024_112",0.0741496414756144
"1275","B06007_036",0.0741152583251623
"5668","B16005_027",0.0741152583251623
"5678","B16005_037",0.0740545276967097
"5680","B16005_039",0.0739694155301378
"7598","B21001_021",0.0739610966097885
"5284","B15001_040",0.0739513575536
"13041","B25104_013",0.073943969213191
"2253","B08011_039",0.073909854591478
"1084","B05010_014",0.0738386623241411
"13710","B25127_039",0.0738241310985049
"5998","B17010_004",0.0737591794088013
"7886","B23001_111",0.0737324123549639
"7888","B23001_113",0.0737324123549639
"344","B04004_059",0.0736606240716104
"12326","B25042_015",0.0735559752068686
"4214","B09010_005",0.0735502258594663
"2145","B08006_023",0.0735321598919465
"5106","B14003_016",0.0733388887847165
"7344","B19325_034",0.0732174749410109
"2240","B08011_026",0.0731767487340074
"575","B04006_076",0.0731489143648714
"5615","B16004_040",0.0730965247113189
"3160","B08141_027",0.0729615927468775
"6204","B17016_018",0.0727227487091228
"4335","B10051_005",0.0727133046549575
"13216","B25117_015",0.0726844226713264
"4179","B09002_005",0.0726477474330322
"5862","B17003_022",0.072647518785944
"6320","B17018_030",0.0725689759814994
"12300","B25040_004",0.0724520066296038
"511","B04006_012",0.0724500680270245
"2302","B08014_004",0.0724412459142913
"3137","B08141_004",0.0724412459142913
"13029","B25103_003",0.0724059310875848
"12245","B25033_011",0.0723350707680708
"12699","B25081_005",0.0723180473342307
"6367","B17021_005",0.0723111922591349
"7693","B22001_006",0.0723065050012837
"13340","B25121_089",0.072256406164678
"815","B05006_115",0.0721353772896058
"2948","B08132_077",0.0721287158369856
"13616","B25126_013",0.0720693893204077
"4392","B10057_006",0.0719660772478623
"8541","B24022_070",0.0719618595223248
"8708","B24080_007",0.0718067326356224
"152","B02017_005",0.0717889253634037
"16184","B99051_007",0.0717629060701081
"2252","B08011_038",0.0717469763961465
"6664","B17026_010",0.0716672719667337
"7166","B19131_006",0.0716577729572577
"13374","B25122_018",0.0716085646136455
"5260","B15001_016",0.0715235245944834
"7540","B20005_063",0.0714956718037772
"6156","B17015_016",0.0714281842360015
"6629","B17024_119",0.0714075675852565
"5921","B17006_019",0.0713764369262095
"7833","B23001_058",0.0713054476672144
"4950","B13010_005",0.0712939246457313
"13424","B25122_068",0.0712303345106794
"6254","B17017_022",0.0711686419246178
"2455","B08111_023",0.0711547585053615
"8496","B24022_025",0.0709799807923844
"5681","B16005_040",0.0709285016031454
"12378","B25046_003",0.0709101275426113
"12000","B25009_015",0.0706487879694887
"1012","B05008_046",0.0705718228936112
"2154","B08006_032",0.0705700485956724
"296","B04004_011",0.0704749248334328
"4959","B13010_014",0.0704536570961799
"1533","B07007_003",0.0704483964490357
"12658","B25074_064",0.070345128994959
"13476","B25122_120",0.070345128994959
"7709","B22002_016",0.0702998566660825
"6444","B17022_048",0.0702397026503069
"631","B05002_013",0.070166078226153
"1107","B05012_003",0.070166078226153
"1211","B06001_049",0.070166078226153
"1238","B06003_013",0.070166078226153
"16182","B99051_005",0.070166078226153
"7322","B19325_012",0.0699602720466124
"12887","B25095_045",0.0699337171417137
"5435","B15012_013",0.0696891530971859
"7564","B20005_087",0.0695443688065709
"7081","B19101_007",0.0694955195262099
"12770","B25088_003",0.0694598290770081
"4620","B12002_009",0.0693902050474194
"2544","B08119_023",0.0693000294519195
"6976","B19037_012",0.0691905397452625
"7264","B19131_104",0.0691147882921093
"2683","B08126_019",0.0690600723592588
"5248","B15001_004",0.0689891320799926
"4284","B09020_019",0.0688985812712078
"8253","B23026_007",0.0688513746841051
"15868","B27010_022",0.0687151013089975
"2718","B08126_054",0.0686411157734961
"1272","B06007_033",0.0685231154366843
"5665","B16005_024",0.0685231154366843
"5729","B16008_019",0.0685231154366843
"7206","B19131_046",0.0681786893322158
"12907","B25095_065",0.0680878402051376
"2649","B08124_033",0.0680412624633005
"5621","B16004_046",0.0680218139837892
"5706","B16007_014",0.0680218139837892
"5386","B15011_002",0.0679694461242805
"4185","B09002_011",0.0679329073558084
"6560","B17024_050",0.067885300661368
"5960","B17007_030",0.0678756791083775
"5567","B16003_003",0.0678113287667048
"13866","B25129_065",0.0677972558817018
"113","B02014_055",0.0677939367643237
"11964","B25006_010",0.0677306499432269
"7990","B23006_014",0.0675250748968994
"13470","B25122_114",0.0674674063316824
"6096","B17013_024",0.067377114830977
"2937","B08132_066",0.0672567398584579
"5222","B14006_016",0.0671888176106735
"13509","B25124_022",0.0671440473939045
"5820","B16010_032",0.0669648260550448
"4848","B12006_051",0.0669466861533881
"2236","B08011_022",0.0667978390867663
"6420","B17022_024",0.0667953422054967
"15728","B27001_050",0.066716399673203
"4365","B10054_005",0.0666871857331999
"4238","B09019_010",0.0666688764245054
"16246","B99141_003",0.0666200204687413
"4390","B10057_004",0.0666030629868485
"6130","B17014_024",0.0665660049933016
"13255","B25121_004",0.0665574429068249
"5422","B15011_038",0.0664995110827243
"4567","B11014_003",0.0664900763120672
"8457","B24021_021",0.0664583347520661
"12009","B25011_006",0.066417574277653
"5235","B14007_009",0.0663932534074841
"4513","B11007_002",0.0663881324860972
"13750","B25127_079",0.0663184138808364
"3101","B08135_008",0.0662134246170291
"6366","B17021_004",0.0661860579600739
"8493","B24022_022",0.0661533950615678
"5238","B14007_012",0.0661458642610784
"4850","B12006_053",0.0660008517832045
"7080","B19101_006",0.0660007533563736
"5586","B16004_011",0.0658898953587231
"6410","B17022_014",0.0658849045269475
"13431","B25122_075",0.0658731591674247
"5365","B15003_005",0.0657880738918167
"2526","B08119_005",0.0657104358283482
"13780","B25128_023",0.0656952725114072
"5727","B16008_017",0.0655768829418777
"8716","B24080_015",0.0655524873941482
"1035","B05008_069",0.0655068653665711
"7325","B19325_015",0.065450611374502
"6224","B17016_038",0.0654146591191078
"8356","B24011_027",0.0653851192442973
"7891","B23001_116",0.0653712268196415
"6775","B18103_033",0.0653534398562982
"5742","B16008_032",0.0653449417569504
"974","B05008_008",0.0653048525973906
"15689","B27001_011",0.0652170176317931
"13159","B25115_006",0.0651367629072844
"6272","B17017_040",0.0649708342582817
"13052","B25106_008",0.0649200366566194
"12180","B25026_004",0.0649017929392679
"2907","B08132_036",0.0648934812317488
"16289","B99172_012",0.0648220295128926
"6005","B17010_011",0.0647866747020347
"5989","B17009_015",0.064675579996326
"12884","B25095_042",0.0646358466371758
"13499","B25124_012",0.0645573531391043
"880","B05007_019",0.0644429640974282
"204","B02018_004",0.0644254361330348
"12512","B25066_003",0.0641410799303029
"1303","B06008_025",0.0640992452826651
"1381","B06010_045",0.0640992452826651
"5339","B15002_013",0.0640863646443986
"8311","B23027_017",0.0640352253457094
"8673","B24042_025",0.0640215579325846
"5220","B14006_014",0.0639764978436875
"15724","B27001_046",0.0639651454995135
"15780","B27002_046",0.0639651454995135
"15836","B27003_046",0.0639651454995135
"13627","B25126_024",0.0638398696188826
"7971","B23003_024",0.0637529082953646
"6711","B18102_007",0.0636126270527888
"12288","B25038_008",0.0633857769620332
"13832","B25129_031",0.0633857769620332
"4248","B09019_020",0.0633824163366505
"7407","B19326_003",0.0633144988503429
"362","B04004_077",0.063308221524812
"16174","B99012_003",0.0633003540807437
"5926","B17006_024",0.063286246404144
"1104","B05011_010",0.0632629265663131
"16239","B99124_002",0.0632390946403939
"1498","B07001_085",0.0632106370071526
"443","B04005_051",0.0632012755973089
"4794","B12002_183",0.0631902566111837
"8691","B24042_043",0.0631631971582152
"8325","B23027_031",0.063104137920801
"6639","B17024_129",0.0630959292281606
"6550","B17024_040",0.0630323639205371
"6422","B17022_026",0.0630072969847388
"3130","B08137_017",0.0629999637352815
"1339","B06010_003",0.0629729334257733
"1632","B07010_003",0.0629729334257733
"1499","B07001_086",0.0628834041187461
"1620","B07009_026",0.0628574754538001
"6101","B17013_029",0.0628225283924194
"16059","B28002_011",0.0627800476799458
"15732","B27001_054",0.062664771753338
"6243","B17017_011",0.0626191911596744
"6153","B17015_013",0.062611229639918
"4561","B11013_002",0.0625624616148516
"13491","B25124_004",0.062553513430365
"650","B05003_006",0.0624066728013406
"4751","B12002_140",0.0623921095957081
"6382","B17021_020",0.0623121228487666
"1476","B07001_063",0.0621408957467516
"13131","B25111_010",0.0621311318613692
"7842","B23001_067",0.0620979793398093
"7844","B23001_069",0.0620979793398093
"2127","B08006_005",0.0620168082713643
"3251","B08301_005",0.0620168082713643
"4641","B12002_030",0.0620091963911031
"793","B05006_093",0.0620017506016757
"13496","B25124_009",0.0618157614422683
"1490","B07001_077",0.0616726833101171
"4377","B10054_017",0.0615594854361997
"7350","B19325_040",0.0614956264717008
"8609","B24032_040",0.0614832598649008
"12434","B25055_013",0.0614802419550255
"4752","B12002_141",0.0614542567720855
